order_id,exchange,timestamp,security_code,price,side,changereason,orderstatus,quantity,leavesquantity,ordertype,exchangeordertype,national_bid,national_offer,bid,offer,participantid,preferenceonly,midtick,singlefillminimumquantity,minimumquantity,sequence,crossingkey,totalmatchedquantity,shortsellquantity,triggercondition,timevaliditydecoded,row_num,timevalidity,date
7904794000123853024,3,1725494536001032398,110621,3460,1,3,2,144,0,1,2048,3330,3340,3330,3340,67,0,2,0,0,3113517,0,144,0,0,Rest of Day,2065,256,2024-09-05
7904794000123886067,3,1725494536001032398,110621,3570,1,3,2,1,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113487,4972066,1,0,0,Rest of Day,2035,256,2024-09-05
7904794000123889283,3,1725494536001032398,110621,3380,1,3,2,295,0,1,2048,3330,3340,3330,3340,54,0,2,0,0,3113572,0,295,0,0,Current Max,2120,1536,2024-09-05
7904794000123916517,3,1725494536001032398,110621,3570,1,3,2,1,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113488,8949669,1,0,0,Rest of Day,2036,256,2024-09-05
7904794000123923592,3,1725494536001032398,110621,3370,1,3,2,300,0,1,2048,3330,3340,3330,3340,54,0,2,0,0,3113592,0,300,0,0,Days,2140,1288,2024-09-05
7904794000123924088,3,1725494536001032398,110621,3410,1,3,2,200,0,1,2048,3330,3340,3330,3340,54,0,2,0,0,3113535,0,200,0,0,Current Max,2083,1536,2024-09-05
7904794000123932081,3,1725494536001032398,110621,3570,1,3,2,350,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113489,8949669,350,0,0,Rest of Day,2037,256,2024-09-05
7904794000123936929,3,1725494536001032398,110621,3570,1,3,2,2851,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113490,555,2851,0,0,Rest of Day,2038,256,2024-09-05
7904794000123941628,3,1725494536001032398,110621,3570,1,3,2,1708,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113492,7003854,1708,0,0,Rest of Day,2040,256,2024-09-05
7904794000123942269,3,1725494536001032398,110621,3570,1,3,2,892,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113493,555,892,0,0,Rest of Day,2041,256,2024-09-05
7904794000123943497,3,1725494536001032398,110621,3570,1,3,2,781,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113494,555,781,0,0,Rest of Day,2042,256,2024-09-05
7904794000123952224,3,1725494536001032398,110621,3570,1,3,2,13,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113496,555,13,0,0,Rest of Day,2044,256,2024-09-05
7904794000123958569,3,1725494536001032398,110621,3570,1,3,2,891,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113497,555,891,0,0,Rest of Day,2045,256,2024-09-05
7904794000123961463,3,1725494536001032398,110621,3570,1,3,2,891,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113498,555,891,0,0,Rest of Day,2046,256,2024-09-05
7904794000123963250,3,1725494536001032398,110621,3570,1,3,2,495,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113499,555,495,0,0,Rest of Day,2047,256,2024-09-05
7904794000123964499,3,1725494536001032398,110621,3570,1,3,2,241,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113500,555,241,0,0,Rest of Day,2048,256,2024-09-05
7904794000123969771,3,1725494349155211576,110621,3570,1,1,2,890,890,1,2048,3570,3220,3570,3220,51,2,2,2,0,2457075,555,0,0,0,Rest of Day,726,256,2024-09-05
7904794000123982047,3,1725494536001032398,110621,3570,1,3,2,890,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113501,555,890,0,0,Rest of Day,2049,256,2024-09-05
7904794000123998994,3,1725494480911943963,110621,3360,2,1,2,20000,20000,1,2048,3730,3200,3730,3200,146,2,2,2,0,2939415,2,0,0,0,Rest of Day,969,256,2024-09-05
7904794000124053114,3,1725494536001032398,110621,3340,1,3,2,2940,0,1,2048,3330,3340,3330,3340,67,0,2,0,0,3113617,1,2940,0,0,Rest of Day,2165,256,2024-09-05
7904794000124058089,3,1725494536001032398,110621,3570,1,3,2,1178,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113502,555,1178,0,0,Rest of Day,2050,256,2024-09-05
7904794000124063686,3,1725494536001032398,110621,3170,2,3,2,4098,0,1,2048,3330,3340,3330,3340,47,2,2,2,0,3113529,999970705,4098,0,0,Rest of Day,2077,256,2024-09-05
7904794000124078074,3,1725494536001032398,110621,3570,1,3,2,37,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113503,555,37,0,0,Rest of Day,2051,256,2024-09-05
7904794000124081051,3,1725494536001032398,110621,3570,1,3,2,3,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113504,555,3,0,0,Rest of Day,2052,256,2024-09-05
7904794000124083437,3,1725494536001032398,110621,3570,1,3,2,1,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113505,555,1,0,0,Rest of Day,2053,256,2024-09-05
7904794000124090332,3,1725494536001032398,110621,3250,2,3,2,40000,0,1,2048,3330,3340,3330,3340,146,2,2,2,0,3113597,2,40000,0,0,Rest of Day,2145,256,2024-09-05
7904794000124090500,3,1725494536001032398,110621,3570,1,3,2,493,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113506,555,493,0,0,Rest of Day,2054,256,2024-09-05
7904794000124092633,3,1725494536001032398,110621,3570,1,3,2,99,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113507,555,99,0,0,Rest of Day,2055,256,2024-09-05
7904794000124094650,3,1725494504679321741,110621,3570,1,1,2,26,26,1,2048,3730,3160,3730,3160,51,2,2,2,0,2999865,555,0,0,0,Rest of Day,1098,256,2024-09-05
7904794000124103455,3,1725494504679264438,110621,3570,1,1,2,58,58,1,2048,3730,3160,3730,3160,51,2,2,2,0,2999860,555,0,0,0,Rest of Day,1097,256,2024-09-05
7904794000124113149,3,1725494536001032398,110621,3570,1,3,2,238,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113508,555,238,0,0,Rest of Day,2056,256,2024-09-05
7904794000124114280,3,1725494536001032398,110621,3570,1,3,2,240,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113509,555,240,0,0,Rest of Day,2057,256,2024-09-05
7904794000124116140,3,1725494519870058951,110621,3330,1,1,2,14857,14857,1,2048,3730,3140,3730,3140,67,2,2,2,0,3045056,1,0,0,0,Rest of Day,1383,256,2024-09-05
7904794000124116576,3,1725494536001032398,110621,3350,1,3,2,14857,0,1,2048,3330,3340,3330,3340,67,2,2,2,0,3113611,1,14857,0,0,Rest of Day,2159,256,2024-09-05
7904794000124119474,3,1725494536001032398,110621,3570,1,3,2,1017,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113510,555,1017,0,0,Rest of Day,2058,256,2024-09-05
7904794000124128342,3,1725494536001032398,110621,3570,1,3,2,7,0,1,2048,3330,3340,3330,3340,51,2,2,2,0,3113511,555,7,0,0,Rest of Day,2059,256,2024-09-05
7904794000124132444,3,1725494536146303235,110621,3320,1,9,2,14705,14705,1,2048,3320,3340,3320,3340,42,2,2,2,0,3126145,1111,0,0,0,Bouncing,2192,0,2024-09-05
7904794000124132775,3,1725494536428461643,110621,3340,1,9,2,15000,15000,1,4096,3320,3330,3320,3340,106,2,3,0,0,3127584,20,0,0,0,Bouncing,2194,0,2024-09-05
7904794000124134556,3,1725494566047747513,110621,3350,2,3,2,334,0,1,2048,3330,3350,3330,3350,47,0,2,0,0,3203974,194035,334,0,0,Rest of Day,2370,256,2024-09-05
7904794000124135002,3,1725494542497425988,110621,3320,1,1,2,2,2,1,2048,3330,3350,3330,3350,51,2,2,2,0,3152881,8949669,0,0,0,Rest of Day,2305,256,2024-09-05
7904794000124135018,3,1725494541219365678,110621,3310,1,1,2,268,268,1,2048,3330,3350,3330,3350,51,2,2,2,0,3148410,555,0,0,0,Rest of Day,2292,256,2024-09-05
7904794000124135040,3,1725494567257056401,110621,3320,1,1,2,47,47,1,2048,3350,3360,3350,3360,51,2,2,2,0,3206094,555,0,0,0,Rest of Day,2454,256,2024-09-05
7904794000124135108,3,1725494566047773370,110621,3350,2,3,2,1757,0,1,2048,3330,3350,3330,3360,146,2,2,1,311,3203996,0,1757,0,0,Rest of Day,2377,256,2024-09-05
7904794000124135109,3,1725494658453024466,110621,3360,2,3,2,1190,0,1,2048,3350,3360,3350,3370,146,2,2,1,311,3420293,0,1190,0,0,Rest of Day,2802,256,2024-09-05
7904794000124135110,3,1725494658453024466,110621,3360,2,3,2,2529,0,1,2048,3350,3360,3350,3370,146,2,2,1,311,3420298,0,2529,0,0,Rest of Day,2807,256,2024-09-05
7904794000124135777,3,1725494566047773370,110621,3350,2,3,2,340,0,1,2048,3330,3350,3330,3360,47,0,2,0,0,3203997,194035,340,0,0,Rest of Day,2378,256,2024-09-05
7904794000124136661,3,1725494666546182843,110621,3370,2,1,2,251,251,1,2048,3350,3370,3350,3370,146,2,2,2,0,3454756,0,0,0,0,Rest of Day,2925,256,2024-09-05
7904794000124136662,3,1725494666546165710,110621,3370,2,1,2,363,363,1,2048,3350,3370,3350,3370,146,2,2,2,0,3454753,0,0,0,0,Rest of Day,2924,256,2024-09-05
7904794000124137613,3,1725494566047773370,110621,3350,2,3,2,3048,0,1,2048,3330,3350,3330,3360,47,0,2,0,0,3203998,20302297,3048,0,0,Rest of Day,2379,256,2024-09-05
7904794000124137628,3,1725494566047773370,110621,3350,2,3,2,18,0,1,2048,3330,3350,3330,3360,67,0,2,0,0,3204000,0,18,0,0,Rest of Day,2381,256,2024-09-05
7904794000124137655,3,1725494647029346782,110621,3350,1,3,2,117,0,1,2048,3350,3360,3340,3360,67,0,2,0,0,3374131,0,117,0,0,Rest of Day,2640,256,2024-09-05
7904794000124137667,3,1725494541324224146,110621,3330,1,1,2,845,845,1,4096,3330,3350,3330,3350,67,0,1,1,845,3148668,1,0,0,0,Rest of Day,2297,256,2024-09-05
7904794000124137683,3,1725494541217577795,110621,3340,1,3,2,416,0,1,2048,3330,3350,3330,3350,67,0,2,0,0,3148385,1,416,0,0,Rest of Day,2287,256,2024-09-05
7904794000124137694,3,1725494541217728478,110621,3340,2,1,2,125,125,1,4098,3330,3350,3330,3350,67,2,2,2,0,3148399,1,0,125,0,Rest of Day,2289,256,2024-09-05
7904794000124137696,3,1725494566047773370,110621,3350,2,3,2,120,0,1,2048,3330,3350,3330,3360,67,0,2,0,0,3203999,1,120,0,0,Rest of Day,2380,256,2024-09-05
7904794000124137703,3,1725494566701438165,110621,3320,1,1,2,139,139,1,2048,3350,3360,3350,3360,51,2,2,2,0,3205342,555,0,0,0,Rest of Day,2428,256,2024-09-05
7904794000124137706,3,1725494541324741923,110621,3310,1,1,2,212,212,1,2048,3330,3350,3330,3350,67,0,2,0,0,3148671,1,0,0,0,Rest of Day,2298,256,2024-09-05
7904794000124138034,3,1725494566775463304,110621,3330,1,1,2,108,108,1,2048,3350,3360,3350,3360,51,2,2,2,0,3205431,555,0,0,0,Rest of Day,2436,256,2024-09-05
7904794000124138471,3,1725494566787085992,110621,3330,1,1,2,215,215,1,2048,3350,3360,3350,3360,51,2,2,2,0,3205464,8949669,0,0,0,Rest of Day,2441,256,2024-09-05
7904794000124138758,3,1725494566694674732,110621,3330,1,1,2,2,2,1,2048,3350,3360,3340,3360,51,2,2,2,0,3205315,8949669,0,0,0,Rest of Day,2421,256,2024-09-05
7904794000124139734,3,1725494569973281146,110621,3390,2,1,2,1171,1171,1,2048,3350,3360,3350,3360,146,2,2,1,311,3212821,0,0,0,0,Rest of Day,2472,256,2024-09-05
7904794000124139737,3,1725494568974371392,110621,3360,1,3,2,178,0,1,4096,3350,3360,3350,3360,61,2,2,2,0,3209878,0,178,0,0,Rest of Day,2468,256,2024-09-05
7904794000124140695,3,1725494985588467279,110621,3330,1,1,2,44,44,1,2048,3370,3380,3370,3380,51,2,2,2,0,4450434,555,0,0,0,Rest of Day,3847,256,2024-09-05
7904794000124146521,3,1725494647029346782,110621,3350,1,3,2,132,0,1,2048,3350,3360,3340,3360,67,0,2,0,0,3374130,0,132,0,0,Rest of Day,2639,256,2024-09-05
7904794000124146522,3,1725494566047773370,110621,3350,2,3,2,2,0,1,2048,3330,3350,3330,3360,67,0,2,0,0,3204001,0,2,0,0,Rest of Day,2382,256,2024-09-05
7904794000124146523,3,1725494574207502223,110621,3330,1,1,2,4,4,1,2048,3350,3360,3350,3360,67,0,2,0,0,3223088,0,0,0,0,Rest of Day,2473,256,2024-09-05
7904794000124150314,3,1725494566047747513,110621,3350,1,3,2,5600,0,1,2048,3330,3350,3330,3350,67,2,2,2,0,3203971,1,5600,0,0,Bouncing,2367,0,2024-09-05
7904794000124150316,3,1725494566047773370,110621,3350,1,3,2,4797,0,1,2048,3330,3350,3330,3350,67,2,2,2,0,3203995,1,4797,0,0,Bouncing,2376,0,2024-09-05
7904794000124150318,3,1725494566048659736,110621,3350,1,1,2,125,125,1,4096,3340,3360,3340,3360,67,2,2,2,0,3204124,1,0,0,0,Rest of Day,2398,256,2024-09-05
7904794000124150363,3,1725494566143165840,110621,3340,1,9,2,703,703,1,4096,3350,3360,3340,3360,42,2,2,2,0,3204253,0,0,0,0,Bouncing,2414,0,2024-09-05
7904794000124150394,3,1725494579208272886,110621,3330,1,1,2,1,1,1,2048,3350,3360,3350,3360,67,0,2,0,0,3231739,0,0,0,0,Rest of Day,2480,256,2024-09-05
7904794000124150590,3,1725494568974371392,110621,3350,1,3,2,2,0,1,2048,3350,3360,3350,3360,51,2,2,2,0,3209880,8949669,2,0,0,Rest of Day,2470,256,2024-09-05
7904794000124150598,3,1725494646206947363,110621,3350,1,3,2,337,0,1,2048,3350,3360,3350,3360,51,2,2,2,0,3369950,555,337,0,0,Rest of Day,2599,256,2024-09-05
7904794000124150599,3,1725494671972254139,110621,3340,1,1,2,443,443,1,2048,3360,3370,3360,3370,51,2,2,2,0,3472371,555,0,0,0,Rest of Day,2990,256,2024-09-05
7904794000124150617,3,1725494646206947363,110621,3350,1,3,2,189,0,1,2048,3350,3360,3350,3360,51,2,2,2,0,3369951,555,189,0,0,Rest of Day,2600,256,2024-09-05
7904794000124150627,3,1725494646206947363,110621,3350,1,3,2,238,0,1,2048,3350,3360,3350,3360,51,2,2,2,0,3369952,8949669,238,0,0,Rest of Day,2601,256,2024-09-05
7904794000124150635,3,1725494658453024466,110621,3360,2,3,2,971,0,1,2048,3350,3360,3350,3370,47,0,2,0,0,3420294,194035,971,0,0,Rest of Day,2803,256,2024-09-05
7904794000124150967,3,1725494568974371392,110621,3350,2,3,2,125,0,1,4098,3350,3360,3350,3360,67,2,2,2,0,3209879,1,125,0,0,Rest of Day,2469,256,2024-09-05
7904794000124151531,3,1725494568974371392,110621,3350,2,3,2,357,0,1,2048,3350,3360,3350,3360,47,2,2,2,0,3209877,999970705,357,0,0,Rest of Day,2467,256,2024-09-05
7904794000124159542,3,1725494646206947363,110621,3360,1,3,2,178,0,1,4096,3350,3360,3350,3360,61,2,1,2,178,3369947,0,178,0,0,Rest of Day,2596,256,2024-09-05
7904794000124160302,3,1725494586322827330,110621,3360,1,3,2,264,0,1,2048,3350,3360,3350,3360,67,0,2,0,0,3248206,1,264,0,0,Bouncing,2488,0,2024-09-05
7904794000124163431,3,1725494647029346782,110621,3350,1,3,2,2,0,1,2048,3350,3360,3340,3360,51,2,2,2,0,3374132,8949669,2,0,0,Rest of Day,2641,256,2024-09-05
7904794000124164305,3,1725494646206947363,110621,3360,1,3,2,163,0,1,64,3350,3360,3350,3360,54,0,3,0,0,3369948,0,163,0,0,Rest of Day,2597,256,2024-09-05
7904794000124166086,3,1725494598326615477,110621,3360,1,3,2,116,0,1,2048,3350,3360,3350,3360,67,0,2,0,0,3274876,1,116,0,0,Bouncing,2554,0,2024-09-05
7904794000124168398,3,1725494605327165955,110621,3360,1,3,2,141,0,1,2048,3350,3360,3350,3360,67,0,2,0,0,3284881,1,141,0,0,Bouncing,2557,0,2024-09-05
7904794000124172393,3,1725494613326990418,110621,3360,1,3,2,120,0,1,2048,3350,3360,3350,3360,67,0,2,0,0,3302370,1,120,0,0,Bouncing,2563,0,2024-09-05
7904794000124174738,3,1725494621326857887,110621,3360,1,3,2,133,0,1,2048,3350,3360,3350,3360,67,0,2,0,0,3312786,1,133,0,0,Bouncing,2568,0,2024-09-05
7904794000124180000,3,1725494630326778257,110621,3360,1,3,2,163,0,1,2048,3350,3360,3350,3360,67,0,2,0,0,3336347,1,163,0,0,Bouncing,2571,0,2024-09-05
7904794000124183202,3,1725494638326624824,110621,3360,1,3,2,139,0,1,2048,3350,3360,3350,3360,67,0,2,0,0,3350820,1,139,0,0,Bouncing,2574,0,2024-09-05
7904794000124185011,3,1725494656512351238,110621,3330,2,3,2,404,0,1,4098,3340,3350,3340,3360,61,2,2,2,404,3412803,0,404,0,0,Rest of Day,2751,256,2024-09-05
7904794000124185764,3,1725494650730798099,110621,3340,1,1,2,192,192,1,2048,3340,3350,3340,3350,51,2,2,2,0,3386552,555,0,0,0,Rest of Day,2726,256,2024-09-05
7904794000124187631,3,1725494646206804517,110621,3360,1,3,2,2,0,1,2048,3350,3360,3350,3360,51,2,2,2,0,3369932,8949669,2,0,0,Bouncing,2592,0,2024-09-05
7904794000124187634,3,1725494647029346782,110621,3350,2,3,2,125,0,1,4098,3350,3360,3340,3360,67,2,2,2,0,3374129,1,125,0,0,Rest of Day,2638,256,2024-09-05
7904794000124187646,3,1725494647029346782,110621,3360,1,3,2,178,0,1,4096,3350,3360,3340,3360,61,2,1,2,0,3374128,0,178,0,0,Rest of Day,2637,256,2024-09-05
7904794000124188669,3,1725494647029346782,110621,3350,2,9,2,7519,6851,1,2048,3350,3360,3350,3360,146,2,2,2,0,3374127,2,668,0,0,Bouncing,2636,0,2024-09-05
7904794000124188670,3,1725494647029536829,110621,3350,2,9,2,5151,5151,1,2048,3350,3360,3340,3360,146,2,2,2,0,3374159,2,0,0,0,Bouncing,2644,0,2024-09-05
7904794000124188674,3,1725494647029626647,110621,3360,2,9,2,738,738,1,4096,3340,3360,3340,3360,67,2,1,2,0,3374192,1,0,0,0,Bouncing,2650,0,2024-09-05
7904794000124188676,3,1725494647029808445,110621,3350,2,3,2,1899,0,1,2048,3340,3350,3340,3350,146,2,2,2,0,3374229,2,1899,0,0,Rest of Day,2664,256,2024-09-05
7904794000124188677,3,1725494656512351238,110621,3350,2,3,2,4292,0,1,2048,3340,3350,3340,3360,146,2,2,2,0,3412804,2,4292,0,0,Rest of Day,2752,256,2024-09-05
7904794000124188683,3,1725494656512351238,110621,3350,2,3,2,1416,0,1,2048,3340,3350,3340,3360,146,2,2,2,0,3412805,2,1416,0,0,Rest of Day,2753,256,2024-09-05
7904794000124188930,3,1725494647169453488,110621,3350,1,3,2,130,0,1,2048,3340,3350,3340,3350,67,0,2,0,0,3375292,1,130,0,0,Bouncing,2687,0,2024-09-05
7904794000124189185,3,1725494656512351238,110621,3350,2,3,2,2634,0,1,2048,3340,3350,3340,3360,146,2,2,1,311,3412808,0,2634,0,0,Rest of Day,2756,256,2024-09-05
7904794000124189985,3,1725494648510186744,110621,3340,2,3,2,808,0,1,2048,3340,3350,3340,3350,47,0,2,0,0,3380019,194035,808,0,0,Bouncing,2709,0,2024-09-05
7904794000124189988,3,1725494656512351238,110621,3350,2,3,2,2044,0,1,2048,3340,3350,3340,3360,47,0,2,0,0,3412809,194035,2044,0,0,Rest of Day,2757,256,2024-09-05
7904794000124190549,3,1725494651655437048,110621,3340,2,1,2,125,125,1,4098,3340,3350,3340,3350,67,2,2,2,0,3390308,1,0,125,0,Rest of Day,2732,256,2024-09-05
7904794000124191509,3,1725494652123552317,110621,3330,1,1,2,201,201,1,2048,3340,3350,3340,3350,51,2,2,2,0,3392058,555,0,0,0,Rest of Day,2741,256,2024-09-05
7904794000124192828,3,1725494657526695452,110621,3340,1,1,2,167,167,1,2048,3350,3360,3350,3360,51,2,2,2,0,3416610,555,0,0,0,Rest of Day,2790,256,2024-09-05
7904794000124197339,3,1725494656331587830,110621,3350,1,3,2,166,0,1,2048,3340,3350,3340,3350,67,0,2,0,0,3412204,1,166,0,0,Bouncing,2746,0,2024-09-05
7904794000124197480,3,1725494656512351238,110621,3350,1,9,2,18658,8925,1,2048,3340,3350,3340,3350,41,2,2,2,0,3412802,2,9733,0,0,Bouncing,2750,0,2024-09-05
7904794000124197481,3,1725494656512544286,110621,3350,1,9,2,2311,2311,1,2048,3340,3350,3340,3360,42,2,2,2,0,3412828,1111,0,0,0,Bouncing,2759,0,2024-09-05
7904794000124197482,3,1725494656512544286,110621,3350,1,9,2,2311,2311,1,2048,3340,3350,3340,3360,42,2,2,2,0,3412832,1111,0,0,0,Bouncing,2761,0,2024-09-05
7904794000124197483,3,1725494656512544286,110621,3350,1,9,2,2311,2311,1,2048,3340,3350,3340,3360,42,2,2,2,0,3412836,1111,0,0,0,Bouncing,2763,0,2024-09-05
7904794000124197486,3,1725494656512583523,110621,3340,1,9,2,740,740,1,4096,3340,3350,3340,3360,67,2,1,2,0,3412849,1,0,0,0,Bouncing,2767,0,2024-09-05
7904794000124198276,3,1725494803366877064,110621,3340,1,1,2,868,868,1,2048,3360,3380,3360,3380,41,0,2,0,0,3868331,2,0,0,0,Rest of Day,3189,256,2024-09-05
7904794000124198284,3,1725494657388226656,110621,3360,1,3,2,159,0,1,2048,3350,3360,3350,3360,51,2,2,2,0,3416355,555,159,0,0,Bouncing,2785,0,2024-09-05
7904794000124198339,3,1725494658568898354,110621,3330,1,1,2,209,209,1,2048,3350,3360,3350,3360,51,2,2,2,0,3420633,555,0,0,0,Rest of Day,2830,256,2024-09-05
7904794000124199169,3,1725494671972327029,110621,3340,1,1,2,195,195,1,2048,3360,3370,3360,3370,51,2,2,2,0,3472374,555,0,0,0,Rest of Day,2991,256,2024-09-05
7904794000124199203,3,1725494658453024466,110621,3360,1,3,2,8158,0,1,2048,3350,3360,3350,3360,41,0,2,0,0,3420290,2,8158,0,0,Bouncing,2799,0,2024-09-05
7904794000124199205,3,1725494658453227181,110621,3350,1,9,2,741,741,1,4096,3350,3360,3350,3370,67,2,1,2,0,3420337,1,0,0,0,Bouncing,2810,0,2024-09-05
7904794000124199213,3,1725494658592699491,110621,3360,2,3,2,47,0,1,2048,3350,3360,3350,3370,146,2,2,1,47,3420673,0,47,0,0,Rest of Day,2837,256,2024-09-05
7904794000124199214,3,1725494658592699491,110621,3360,2,3,2,422,0,1,2048,3350,3360,3350,3370,146,2,2,1,311,3420674,0,422,0,0,Rest of Day,2838,256,2024-09-05
7904794000124199228,3,1725494658592699491,110621,3360,2,3,2,416,0,1,2048,3350,3360,3350,3370,47,0,2,0,0,3420675,194035,416,0,0,Rest of Day,2839,256,2024-09-05
7904794000124199267,3,1725494662920467778,110621,3340,1,1,2,210,210,1,2048,3350,3360,3350,3360,51,2,2,2,0,3441956,555,0,0,0,Rest of Day,2886,256,2024-09-05
7904794000124199279,3,1725494658592844366,110621,3350,1,9,2,741,741,1,4096,3350,3360,3350,3370,67,2,1,2,0,3420704,1,0,0,0,Bouncing,2842,0,2024-09-05
7904794000124199280,3,1725494661203352848,110621,3360,2,3,2,8,0,1,2048,3350,3360,3350,3370,146,2,2,1,8,3435540,0,8,0,0,Rest of Day,2863,256,2024-09-05
7904794000124199281,3,1725494661203352848,110621,3360,2,3,2,70,0,1,2048,3350,3360,3350,3370,146,2,2,1,70,3435541,0,70,0,0,Rest of Day,2864,256,2024-09-05
7904794000124200079,3,1725494828986524042,110621,3380,2,1,2,1819,1819,1,2048,3360,3370,3360,3370,146,2,2,1,311,3940517,0,0,0,0,Rest of Day,3224,256,2024-09-05
7904794000124200542,3,1725494659621404494,110621,3350,2,3,2,356,0,1,2048,3350,3360,3350,3360,47,2,2,2,0,3426680,999970705,356,0,0,Rest of Day,2852,256,2024-09-05
7904794000124200557,3,1725494671953184750,110621,3370,2,3,2,1629,0,1,2048,3350,3370,3350,3380,47,0,2,0,0,3472128,194035,1629,0,0,Rest of Day,2946,256,2024-09-05
7904794000124201838,3,1725494661613474964,110621,3370,2,1,2,2049,2049,1,2048,3350,3360,3350,3360,47,0,2,0,0,3437131,194035,0,0,0,Rest of Day,2879,256,2024-09-05
7904794000124202592,3,1725494661203352848,110621,3360,1,3,2,78,0,1,2048,3350,3360,3350,3360,51,2,2,2,0,3435539,555,78,0,0,Bouncing,2862,0,2024-09-05
7904794000124202594,3,1725494661203486566,110621,3350,1,9,2,740,740,1,4096,3350,3360,3350,3370,67,2,1,2,0,3435565,1,0,0,0,Bouncing,2867,0,2024-09-05
7904794000124202595,3,1725494661203879659,110621,3350,2,1,2,125,125,1,4098,3350,3360,3350,3360,67,2,2,2,0,3435580,1,0,125,0,Rest of Day,2874,256,2024-09-05
7904794000124202596,3,1725494666324974467,110621,3360,2,3,2,1,0,1,2048,3350,3360,3350,3370,146,2,2,1,1,3454115,0,1,0,0,Rest of Day,2901,256,2024-09-05
7904794000124202597,3,1725494666324974467,110621,3360,2,3,2,10,0,1,2048,3350,3360,3350,3370,146,2,2,1,10,3454116,0,10,0,0,Rest of Day,2902,256,2024-09-05
7904794000124202601,3,1725494661207642424,110621,3350,1,9,2,207,207,1,4096,3350,3360,3350,3360,51,2,1,2,0,3435592,555,0,0,0,Bouncing,2876,0,2024-09-05
