EXCHANGE,sequence,tradedate,tradetime,securitycode,orderid,dealsource,dealsourcedecoded,exchangeinfo,matchgroupid,nationalbidpricesnapshot,nationalofferpricesnapshot,tradeprice,quantity,side,sidedecoded,participantid,passiveaggressive,row_num
3,31784696,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742494,3410,3420,3410,77,2,Sell,67,1,3924
3,31784697,2024-09-05,1725505927370070166,110621,7904794000128055900,1,Continuous Lit,ON Market,7904794000123742495,3410,3420,3410,272,1,Buy,42,0,3925
3,31784698,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742495,3410,3420,3410,272,2,Sell,67,1,3926
3,31784699,2024-09-05,1725505927370070166,110621,7904794000128125899,1,Continuous Lit,ON Market,7904794000123742496,3410,3420,3410,414,1,Buy,42,0,3927
3,31784700,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742496,3410,3420,3410,414,2,Sell,67,1,3928
3,31784701,2024-09-05,1725505927370070166,110621,7904794000128127835,1,Continuous Lit,ON Market,7904794000123742497,3410,3420,3410,96,1,Buy,67,0,3929
3,31784702,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742497,3410,3420,3410,96,2,Sell,67,1,3930
3,31784703,2024-09-05,1725505927370070166,110621,7904794000128043617,1,Continuous Lit,ON Market,7904794000123742498,3410,3420,3410,1238,1,Buy,41,0,3931
3,31784704,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742498,3410,3420,3410,1238,2,Sell,67,1,3932
3,31784705,2024-09-05,1725505927370070166,110621,7904794000128014208,1,Continuous Lit,ON Market,7904794000123742499,3410,3420,3410,124,1,Buy,41,0,3933
3,31784706,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742499,3410,3420,3410,124,2,Sell,67,1,3934
3,31784707,2024-09-05,1725505927370070166,110621,7904794000128080824,44,Continuous Lit UCP,ON Market,7904794000123742500,3410,3420,3410,60,1,Buy,67,0,3935
3,31784708,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742500,3410,3420,3410,60,2,Sell,67,1,3936
3,31784709,2024-09-05,1725505927370070166,110621,7904794000128131402,1,Continuous Lit,ON Market,7904794000123742501,3410,3420,3410,156,1,Buy,67,0,3937
3,31784710,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742501,3410,3420,3410,156,2,Sell,67,1,3938
3,31784711,2024-09-05,1725505927370070166,110621,7904794000128131405,44,Continuous Lit UCP,ON Market,7904794000123742502,3410,3420,3410,62,1,Buy,67,0,3939
3,31784712,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742502,3410,3420,3410,62,2,Sell,67,1,3940
3,31784713,2024-09-05,1725505927370070166,110621,7904794000128131406,1,Continuous Lit,ON Market,7904794000123742503,3410,3420,3410,83,1,Buy,67,0,3941
3,31784714,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742503,3410,3420,3410,83,2,Sell,67,1,3942
3,31784715,2024-09-05,1725505927370070166,110621,7904794000128131418,44,Continuous Lit UCP,ON Market,7904794000123742504,3410,3420,3410,25,1,Buy,67,0,3943
3,31784716,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742504,3410,3420,3410,25,2,Sell,67,1,3944
3,31784717,2024-09-05,1725505927370070166,110621,7904794000128131750,1,Continuous Lit,ON Market,7904794000123742505,3410,3420,3410,8,1,Buy,51,0,3945
3,31784718,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742505,3410,3420,3410,8,2,Sell,67,1,3946
3,31784719,2024-09-05,1725505927370070166,110621,7904794000128133191,1,Continuous Lit,ON Market,7904794000123742506,3410,3420,3410,161,1,Buy,69,0,3947
3,31784720,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742506,3410,3420,3410,161,2,Sell,67,1,3948
3,31784721,2024-09-05,1725505927370070166,110621,7904794000128134621,1,Continuous Lit,ON Market,7904794000123742507,3410,3420,3410,49,1,Buy,67,0,3949
3,31784722,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742507,3410,3420,3410,49,2,Sell,67,1,3950
3,31784723,2024-09-05,1725505927370070166,110621,7904794000128053674,1,Continuous Lit,ON Market,7904794000123742508,3410,3420,3410,92,1,Buy,67,0,3951
3,31784724,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742508,3410,3420,3410,92,2,Sell,67,1,3952
3,31784725,2024-09-05,1725505927370070166,110621,7904794000127603548,1,Continuous Lit,ON Market,7904794000123742509,3410,3420,3410,185,1,Buy,146,0,3953
3,31784726,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742509,3410,3420,3410,185,2,Sell,67,1,3954
3,31784727,2024-09-05,1725505927370070166,110621,7904794000128145281,1,Continuous Lit,ON Market,7904794000123742510,3410,3420,3410,17,1,Buy,42,0,3955
3,31784728,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742510,3410,3420,3410,17,2,Sell,67,1,3956
3,31784729,2024-09-05,1725505927370070166,110621,7904794000128145639,1,Continuous Lit,ON Market,7904794000123742511,3410,3420,3410,241,1,Buy,51,0,3957
3,31784730,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742511,3410,3420,3410,241,2,Sell,67,1,3958
3,31784731,2024-09-05,1725505927370070166,110621,7904794000128149532,44,Continuous Lit UCP,ON Market,7904794000123742512,3410,3420,3410,1277,1,Buy,67,0,3959
3,31784732,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742512,3410,3420,3410,1277,2,Sell,67,1,3960
3,31784733,2024-09-05,1725505927370070166,110621,7904794000128149791,1,Continuous Lit,ON Market,7904794000123742513,3410,3420,3410,225,1,Buy,51,0,3961
3,31784734,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742513,3410,3420,3410,225,2,Sell,67,1,3962
3,31784735,2024-09-05,1725505927370070166,110621,7904794000128152338,1,Continuous Lit,ON Market,7904794000123742514,3410,3420,3410,14,1,Buy,47,0,3963
3,31784736,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742514,3410,3420,3410,14,2,Sell,67,1,3964
3,31784737,2024-09-05,1725505927370070166,110621,7904794000128169891,1,Continuous Lit,ON Market,7904794000123742515,3410,3420,3410,734,1,Buy,5,0,3965
3,31784738,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742515,3410,3420,3410,734,2,Sell,67,1,3966
3,31784739,2024-09-05,1725505927370070166,110621,7904794000128176571,1,Continuous Lit,ON Market,7904794000123742516,3410,3420,3410,229,1,Buy,51,0,3967
3,31784740,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742516,3410,3420,3410,229,2,Sell,67,1,3968
3,31784741,2024-09-05,1725505927370070166,110621,7904794000128178155,1,Continuous Lit,ON Market,7904794000123742517,3410,3420,3410,237,1,Buy,51,0,3969
3,31784742,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742517,3410,3420,3410,237,2,Sell,67,1,3970
3,31784743,2024-09-05,1725505927370070166,110621,7904794000128166707,1,Continuous Lit,ON Market,7904794000123742518,3410,3420,3410,180,1,Buy,146,0,3971
3,31784744,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742518,3410,3420,3410,180,2,Sell,67,1,3972
3,31784745,2024-09-05,1725505927370070166,110621,7904794000128198524,44,Continuous Lit UCP,ON Market,7904794000123742519,3410,3420,3410,110,1,Buy,67,0,3973
3,31784746,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742519,3410,3420,3410,110,2,Sell,67,1,3974
3,31784747,2024-09-05,1725505927370070166,110621,7904794000128224677,44,Continuous Lit UCP,ON Market,7904794000123742520,3410,3420,3410,10,1,Buy,67,0,3975
3,31784748,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742520,3410,3420,3410,10,2,Sell,67,1,3976
3,31784749,2024-09-05,1725505927370070166,110621,7904794000128237480,1,Continuous Lit,ON Market,7904794000123742521,3410,3420,3410,86,1,Buy,42,0,3977
3,31784750,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742521,3410,3420,3410,86,2,Sell,67,1,3978
3,31784751,2024-09-05,1725505927370070166,110621,7904794000128239944,1,Continuous Lit,ON Market,7904794000123742522,3410,3420,3410,333,1,Buy,42,0,3979
3,31784752,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742522,3410,3420,3410,333,2,Sell,67,1,3980
3,31784753,2024-09-05,1725505927370070166,110621,7904794000128246171,1,Continuous Lit,ON Market,7904794000123742523,3410,3420,3410,11,1,Buy,42,0,3981
3,31784754,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742523,3410,3420,3410,11,2,Sell,67,1,3982
3,31784755,2024-09-05,1725505927370070166,110621,7904794000128259368,1,Continuous Lit,ON Market,7904794000123742524,3410,3420,3410,272,1,Buy,51,0,3983
3,31784756,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742524,3410,3420,3410,272,2,Sell,67,1,3984
3,31784757,2024-09-05,1725505927370070166,110621,7904794000128271025,44,Continuous Lit UCP,ON Market,7904794000123742525,3410,3420,3410,90,1,Buy,67,0,3985
3,31784758,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742525,3410,3420,3410,90,2,Sell,67,1,3986
3,31784759,2024-09-05,1725505927370070166,110621,7904794000128278780,44,Continuous Lit UCP,ON Market,7904794000123742526,3410,3420,3410,36,1,Buy,67,0,3987
3,31784760,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742526,3410,3420,3410,36,2,Sell,67,1,3988
3,31784761,2024-09-05,1725505927370070166,110621,7904794000128279726,1,Continuous Lit,ON Market,7904794000123742527,3410,3420,3410,267,1,Buy,51,0,3989
3,31784762,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742527,3410,3420,3410,267,2,Sell,67,1,3990
3,31784763,2024-09-05,1725505927370070166,110621,7904794000128285126,1,Continuous Lit,ON Market,7904794000123742528,3410,3420,3410,246,1,Buy,51,0,3991
3,31784764,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742528,3410,3420,3410,246,2,Sell,67,1,3992
3,31784765,2024-09-05,1725505927370070166,110621,7904794000128291756,1,Continuous Lit,ON Market,7904794000123742529,3410,3420,3410,87,1,Buy,67,0,3993
3,31784766,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742529,3410,3420,3410,87,2,Sell,67,1,3994
3,31784767,2024-09-05,1725505927370070166,110621,7904794000128292006,1,Continuous Lit,ON Market,7904794000123742530,3410,3420,3410,140,1,Buy,42,0,3995
3,31784768,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742530,3410,3420,3410,140,2,Sell,67,1,3996
3,31784769,2024-09-05,1725505927370070166,110621,7904794000128295008,1,Continuous Lit,ON Market,7904794000123742531,3410,3420,3410,787,1,Buy,51,0,3997
3,31784770,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742531,3410,3420,3410,787,2,Sell,67,1,3998
3,31784771,2024-09-05,1725505927370070166,110621,7904794000128300146,1,Continuous Lit,ON Market,7904794000123742532,3410,3420,3410,11,1,Buy,42,0,3999
3,31784772,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742532,3410,3420,3410,11,2,Sell,67,1,4000
3,31784773,2024-09-05,1725505927370070166,110621,7904794000128307679,1,Continuous Lit,ON Market,7904794000123742533,3410,3420,3410,17,1,Buy,61,0,4001
3,31784774,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742533,3410,3420,3410,17,2,Sell,67,1,4002
3,31784775,2024-09-05,1725505927370070166,110621,7904794000128307701,1,Continuous Lit,ON Market,7904794000123742534,3410,3420,3410,30,1,Buy,61,0,4003
3,31784776,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742534,3410,3420,3410,30,2,Sell,67,1,4004
3,31784777,2024-09-05,1725505927370070166,110621,7904794000128310588,44,Continuous Lit UCP,ON Market,7904794000123742535,3410,3420,3410,78,1,Buy,67,0,4005
3,31784778,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742535,3410,3420,3410,78,2,Sell,67,1,4006
3,31784779,2024-09-05,1725505927370070166,110621,7904794000128313864,1,Continuous Lit,ON Market,7904794000123742536,3410,3420,3410,133,1,Buy,42,0,4007
3,31784780,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742536,3410,3420,3410,133,2,Sell,67,1,4008
3,31784781,2024-09-05,1725505927370070166,110621,7904794000128337739,1,Continuous Lit,ON Market,7904794000123742537,3410,3420,3410,249,1,Buy,51,0,4009
3,31784782,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742537,3410,3420,3410,249,2,Sell,67,1,4010
3,31784783,2024-09-05,1725505927370070166,110621,7904794000128344134,1,Continuous Lit,ON Market,7904794000123742538,3410,3420,3410,10000,1,Buy,54,0,4011
3,31784784,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742538,3410,3420,3410,10000,2,Sell,67,1,4012
3,31784785,2024-09-05,1725505927370070166,110621,7904794000128344173,1,Continuous Lit,ON Market,7904794000123742539,3410,3420,3410,17,1,Buy,51,0,4013
3,31784786,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742539,3410,3420,3410,17,2,Sell,67,1,4014
3,31784787,2024-09-05,1725505927370070166,110621,7904794000128344258,1,Continuous Lit,ON Market,7904794000123742540,3410,3420,3410,415,1,Buy,51,0,4015
3,31784788,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742540,3410,3420,3410,415,2,Sell,67,1,4016
3,31784789,2024-09-05,1725505927370070166,110621,7904794000128351625,44,Continuous Lit UCP,ON Market,7904794000123742541,3410,3420,3410,14,1,Buy,67,0,4017
3,31784790,2024-09-05,1725505927370070166,110621,7904794000128703284,44,Continuous Lit UCP,ON Market,7904794000123742541,3410,3420,3410,14,2,Sell,67,1,4018
3,31784791,2024-09-05,1725505927370070166,110621,7904794000128365880,1,Continuous Lit,ON Market,7904794000123742542,3410,3420,3410,277,1,Buy,42,0,4019
3,31784792,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742542,3410,3420,3410,277,2,Sell,67,1,4020
3,31784793,2024-09-05,1725505927370070166,110621,7904794000128367715,1,Continuous Lit,ON Market,7904794000123742543,3410,3420,3410,435,1,Buy,42,0,4021
3,31784794,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742543,3410,3420,3410,435,2,Sell,67,1,4022
3,31784795,2024-09-05,1725505927370070166,110621,7904794000128375627,1,Continuous Lit,ON Market,7904794000123742544,3410,3420,3410,100,1,Buy,51,0,4023
3,31784796,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742544,3410,3420,3410,100,2,Sell,67,1,4024
3,31784797,2024-09-05,1725505927370070166,110621,7904794000128391401,1,Continuous Lit,ON Market,7904794000123742545,3410,3420,3410,235,1,Buy,42,0,4025
3,31784798,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742545,3410,3420,3410,235,2,Sell,67,1,4026
3,31784799,2024-09-05,1725505927370070166,110621,7904794000128397580,1,Continuous Lit,ON Market,7904794000123742546,3410,3420,3410,235,1,Buy,42,0,4027
3,31784800,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742546,3410,3420,3410,235,2,Sell,67,1,4028
3,31784801,2024-09-05,1725505927370070166,110621,7904794000128401346,1,Continuous Lit,ON Market,7904794000123742547,3410,3420,3410,24,1,Buy,42,0,4029
3,31784802,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742547,3410,3420,3410,24,2,Sell,67,1,4030
3,31784803,2024-09-05,1725505927370070166,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742548,3410,3420,3410,2704,1,Buy,47,0,4031
3,31784804,2024-09-05,1725505927370070166,110621,7904794000128703284,1,Continuous Lit,ON Market,7904794000123742548,3410,3420,3410,2704,2,Sell,67,1,4032
3,31784825,2024-09-05,1725505927370228411,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742549,3410,3420,3410,1567,1,Buy,47,0,4033
3,31784826,2024-09-05,1725505927370228411,110621,7904794000128703289,1,Continuous Lit,ON Market,7904794000123742549,3410,3420,3410,1567,2,Sell,67,1,4034
3,31784857,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742550,3410,3420,3410,52,1,Buy,47,0,4035
3,31784858,2024-09-05,1725505927370549387,110621,7904794000128703290,1,Continuous Lit,ON Market,7904794000123742550,3410,3420,3410,52,2,Sell,67,1,4036
3,31784865,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742551,3410,3420,3410,304,1,Buy,47,0,4037
3,31784866,2024-09-05,1725505927370549387,110621,7904794000128703291,1,Continuous Lit,ON Market,7904794000123742551,3410,3420,3410,304,2,Sell,67,1,4038
3,31784877,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742552,3410,3420,3410,4,1,Buy,47,0,4039
3,31784878,2024-09-05,1725505927370549387,110621,7904794000128703293,1,Continuous Lit,ON Market,7904794000123742552,3410,3420,3410,4,2,Sell,67,1,4040
3,31784885,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742553,3410,3420,3410,48,1,Buy,47,0,4041
3,31784886,2024-09-05,1725505927370549387,110621,7904794000128703294,1,Continuous Lit,ON Market,7904794000123742553,3410,3420,3410,48,2,Sell,67,1,4042
3,31784922,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742554,3410,3420,3410,7,1,Buy,47,0,4043
3,31784923,2024-09-05,1725505927370549387,110621,7904794000128703299,1,Continuous Lit,ON Market,7904794000123742554,3410,3420,3410,7,2,Sell,67,1,4044
3,31784930,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742555,3410,3420,3410,1,1,Buy,47,0,4045
3,31784931,2024-09-05,1725505927370549387,110621,7904794000128703300,1,Continuous Lit,ON Market,7904794000123742555,3410,3420,3410,1,2,Sell,67,1,4046
3,31784938,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742556,3410,3420,3410,18,1,Buy,47,0,4047
3,31784939,2024-09-05,1725505927370549387,110621,7904794000128703301,1,Continuous Lit,ON Market,7904794000123742556,3410,3420,3410,18,2,Sell,67,1,4048
3,31784946,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742557,3410,3420,3410,1,1,Buy,47,0,4049
3,31784947,2024-09-05,1725505927370549387,110621,7904794000128703302,1,Continuous Lit,ON Market,7904794000123742557,3410,3420,3410,1,2,Sell,67,1,4050
3,31784954,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742558,3410,3420,3410,1,1,Buy,47,0,4051
3,31784955,2024-09-05,1725505927370549387,110621,7904794000128703303,1,Continuous Lit,ON Market,7904794000123742558,3410,3420,3410,1,2,Sell,67,1,4052
3,31784962,2024-09-05,1725505927370549387,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742559,3410,3420,3410,8,1,Buy,47,0,4053
3,31784963,2024-09-05,1725505927370549387,110621,7904794000128703304,1,Continuous Lit,ON Market,7904794000123742559,3410,3420,3410,8,2,Sell,67,1,4054
3,31784980,2024-09-05,1725505927370598546,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742560,3410,3420,3410,840,1,Buy,47,0,4055
3,31784981,2024-09-05,1725505927370598546,110621,7904794000128703306,1,Continuous Lit,ON Market,7904794000123742560,3410,3420,3410,840,2,Sell,67,1,4056
3,31785068,2024-09-05,1725505927370851351,110621,7904794000128418015,1,Continuous Lit,ON Market,7904794000123742561,3410,3420,3410,302,1,Buy,47,0,4057
3,31785069,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742561,3410,3420,3410,302,2,Sell,42,1,4058
3,31785070,2024-09-05,1725505927370851351,110621,7904794000128423588,1,Continuous Lit,ON Market,7904794000123742562,3410,3420,3410,366,1,Buy,42,0,4059
3,31785071,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742562,3410,3420,3410,366,2,Sell,42,1,4060
3,31785072,2024-09-05,1725505927370851351,110621,7904794000128426088,1,Continuous Lit,ON Market,7904794000123742563,3410,3420,3410,1,1,Buy,51,0,4061
3,31785073,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742563,3410,3420,3410,1,2,Sell,42,1,4062
3,31785074,2024-09-05,1725505927370851351,110621,7904794000128432774,1,Continuous Lit,ON Market,7904794000123742564,3410,3420,3410,156,1,Buy,47,0,4063
3,31785075,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742564,3410,3420,3410,156,2,Sell,42,1,4064
3,31785076,2024-09-05,1725505927370851351,110621,7904794000128457484,1,Continuous Lit,ON Market,7904794000123742565,3410,3420,3410,7,1,Buy,51,0,4065
3,31785077,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742565,3410,3420,3410,7,2,Sell,42,1,4066
3,31785078,2024-09-05,1725505927370851351,110621,7904794000128192153,1,Continuous Lit,ON Market,7904794000123742566,3410,3420,3410,210,1,Buy,146,0,4067
3,31785079,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742566,3410,3420,3410,210,2,Sell,42,1,4068
3,31785080,2024-09-05,1725505927370851351,110621,7904794000128470903,44,Continuous Lit UCP,ON Market,7904794000123742567,3410,3420,3410,275,1,Buy,42,0,4069
3,31785081,2024-09-05,1725505927370851351,110621,7904794000128703313,44,Continuous Lit UCP,ON Market,7904794000123742567,3410,3420,3410,275,2,Sell,42,1,4070
3,31785082,2024-09-05,1725505927370851351,110621,7904794000128474716,1,Continuous Lit,ON Market,7904794000123742568,3410,3420,3410,42,1,Buy,51,0,4071
3,31785083,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742568,3410,3420,3410,42,2,Sell,42,1,4072
3,31785084,2024-09-05,1725505927370851351,110621,7904794000128532601,1,Continuous Lit,ON Market,7904794000123742569,3410,3420,3410,271,1,Buy,47,0,4073
3,31785085,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742569,3410,3420,3410,271,2,Sell,42,1,4074
3,31785086,2024-09-05,1725505927370851351,110621,7904794000128532625,1,Continuous Lit,ON Market,7904794000123742570,3410,3420,3410,136,1,Buy,67,0,4075
3,31785087,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742570,3410,3420,3410,136,2,Sell,42,1,4076
3,31785088,2024-09-05,1725505927370851351,110621,7904794000128535426,1,Continuous Lit,ON Market,7904794000123742571,3410,3420,3410,80,1,Buy,51,0,4077
3,31785089,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742571,3410,3420,3410,80,2,Sell,42,1,4078
3,31785090,2024-09-05,1725505927370851351,110621,7904794000128536717,44,Continuous Lit UCP,ON Market,7904794000123742572,3410,3420,3410,17,1,Buy,42,0,4079
3,31785091,2024-09-05,1725505927370851351,110621,7904794000128703313,44,Continuous Lit UCP,ON Market,7904794000123742572,3410,3420,3410,17,2,Sell,42,1,4080
3,31785092,2024-09-05,1725505927370851351,110621,7904794000128416878,1,Continuous Lit,ON Market,7904794000123742573,3410,3420,3410,38,1,Buy,146,0,4081
3,31785093,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742573,3410,3420,3410,38,2,Sell,42,1,4082
3,31785094,2024-09-05,1725505927370851351,110621,7904794000128560585,1,Continuous Lit,ON Market,7904794000123742574,3410,3420,3410,183,1,Buy,42,0,4083
3,31785095,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742574,3410,3420,3410,183,2,Sell,42,1,4084
3,31785096,2024-09-05,1725505927370851351,110621,7904794000128643797,44,Continuous Lit UCP,ON Market,7904794000123742575,3410,3420,3410,216,1,Buy,42,0,4085
3,31785097,2024-09-05,1725505927370851351,110621,7904794000128703313,44,Continuous Lit UCP,ON Market,7904794000123742575,3410,3420,3410,216,2,Sell,42,1,4086
3,31785098,2024-09-05,1725505927370851351,110621,7904794000128659409,1,Continuous Lit,ON Market,7904794000123742576,3410,3420,3410,2,1,Buy,146,0,4087
3,31785099,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742576,3410,3420,3410,2,2,Sell,42,1,4088
3,31785100,2024-09-05,1725505927370851351,110621,7904794000128703311,1,Continuous Lit,ON Market,7904794000123742577,3410,3420,3410,733,1,Buy,5,0,4089
3,31785101,2024-09-05,1725505927370851351,110621,7904794000128703313,1,Continuous Lit,ON Market,7904794000123742577,3410,3420,3410,733,2,Sell,42,1,4090
3,31785281,2024-09-05,1725505927371231452,110621,7904794000128703344,1,Continuous Lit,ON Market,7904794000123742578,3400,3410,3410,1489,1,Buy,67,1,4091
3,31785282,2024-09-05,1725505927371231452,110621,7904794000128703322,1,Continuous Lit,ON Market,7904794000123742578,3400,3410,3410,1489,2,Sell,2,0,4092
3,31785290,2024-09-05,1725505927371231452,110621,7904794000128703345,1,Continuous Lit,ON Market,7904794000123742579,3400,3410,3410,1027,1,Buy,67,1,4093
3,31785291,2024-09-05,1725505927371231452,110621,7904794000128703342,1,Continuous Lit,ON Market,7904794000123742579,3400,3410,3410,1027,2,Sell,42,0,4094
3,31785292,2024-09-05,1725505927371231452,110621,7904794000128703345,44,Continuous Lit UCP,ON Market,7904794000123742580,3400,3410,3410,462,1,Buy,67,1,4095
3,31785293,2024-09-05,1725505927371231452,110621,7904794000128703343,44,Continuous Lit UCP,ON Market,7904794000123742580,3400,3410,3410,462,2,Sell,67,0,4096
3,31785587,2024-09-05,1725505927372717384,110621,7904794000128703355,5,Trade Report Crossings,OFF Market,7904794000123742581,3400,3410,3415,814,1,Buy,51,0,4097
