EXCHANGE,sequence,tradedate,tradetime,securitycode,orderid,dealsource,dealsourcedecoded,exchangeinfo,matchgroupid,nationalbidpricesnapshot,nationalofferpricesnapshot,tradeprice,quantity,side,sidedecoded,participantid,passiveaggressive,row_num
3,9809044,2024-09-05,1725496727530723331,110621,7904794000125287691,5,Trade Report Crossings,OFF Market,7904794000123555518,3410,3420,3415,2,1,Buy,51,0,1107
3,9809045,2024-09-05,1725496727530723331,110621,7904794000125287691,5,Trade Report Crossings,OFF Market,7904794000123555518,3410,3420,3415,2,2,Sell,51,0,1108
3,9919087,2024-09-05,1725496761952316380,110621,7904794000125304048,47,Centre Point,ON Market,7904794000123556290,3410,3420,3415,178,1,Buy,61,1,1109
3,9919088,2024-09-05,1725496761952316380,110621,7904794000125233582,47,Centre Point,ON Market,7904794000123556290,3410,3420,3415,178,2,Sell,47,0,1110
3,10035553,2024-09-05,1725496802754283757,110621,7904794000125231394,1,Continuous Lit,ON Market,7904794000123557223,3410,3420,3410,2,1,Buy,67,0,1111
3,10035554,2024-09-05,1725496802754283757,110621,7904794000125319450,1,Continuous Lit,ON Market,7904794000123557223,3410,3420,3410,2,2,Sell,51,1,1112
3,10149252,2024-09-05,1725496839898001982,110621,7904794000125231394,1,Continuous Lit,ON Market,7904794000123558118,3410,3420,3410,24,1,Buy,67,0,1113
3,10149253,2024-09-05,1725496839898001982,110621,7904794000125335872,1,Continuous Lit,ON Market,7904794000123558118,3410,3420,3410,24,2,Sell,41,1,1114
3,10453011,2024-09-05,1725496952422505702,110621,7904794000125231394,1,Continuous Lit,ON Market,7904794000123560438,3410,3420,3410,2,1,Buy,67,0,1115
3,10453012,2024-09-05,1725496952422505702,110621,7904794000125377791,1,Continuous Lit,ON Market,7904794000123560438,3410,3420,3410,2,2,Sell,51,1,1116
3,10532963,2024-09-05,1725496981948102820,110621,7904794000125389073,47,Centre Point,ON Market,7904794000123561229,3410,3420,3415,178,1,Buy,61,1,1117
3,10532964,2024-09-05,1725496981948102820,110621,7904794000125233582,47,Centre Point,ON Market,7904794000123561229,3410,3420,3415,178,2,Sell,47,0,1118
3,10532981,2024-09-05,1725496981949766145,110621,7904794000125389075,1,Continuous Lit,ON Market,7904794000123561230,3410,3420,3420,1,1,Buy,47,1,1119
3,10532982,2024-09-05,1725496981949766145,110621,7904794000123847165,1,Continuous Lit,ON Market,7904794000123561230,3410,3420,3420,1,2,Sell,41,0,1120
3,10707667,2024-09-05,1725497027343327545,110621,7904794000125231394,1,Continuous Lit,ON Market,7904794000123562354,3410,3420,3410,2,1,Buy,67,0,1121
3,10707668,2024-09-05,1725497027343327545,110621,7904794000125413515,1,Continuous Lit,ON Market,7904794000123562354,3410,3420,3410,2,2,Sell,51,1,1122
3,10800885,2024-09-05,1725497058522181899,110621,7904794000125426796,5,Trade Report Crossings,OFF Market,7904794000123563089,3410,3420,3415,65,1,Buy,51,0,1123
3,10800886,2024-09-05,1725497058522181899,110621,7904794000125426796,5,Trade Report Crossings,OFF Market,7904794000123563089,3410,3420,3415,65,2,Sell,51,0,1124
3,10820129,2024-09-05,1725497066997070355,110621,7904794000125429628,47,Centre Point,ON Market,7904794000123563312,3410,3420,3415,2750,1,Buy,41,1,1125
3,10820130,2024-09-05,1725497066997070355,110621,7904794000125233582,47,Centre Point,ON Market,7904794000123563312,3410,3420,3415,2750,2,Sell,47,0,1126
3,10858408,2024-09-05,1725497078529685357,110621,7904794000125231394,44,Continuous Lit UCP,ON Market,7904794000123563625,3410,3420,3410,1204,1,Buy,67,0,1127
3,10858409,2024-09-05,1725497078529685357,110621,7904794000125434902,44,Continuous Lit UCP,ON Market,7904794000123563625,3410,3420,3410,1204,2,Sell,67,1,1128
3,10858410,2024-09-05,1725497078529685357,110621,7904794000125214944,1,Continuous Lit,ON Market,7904794000123563626,3410,3420,3410,52,1,Buy,41,0,1129
3,10858411,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563626,3410,3420,3410,52,2,Sell,67,1,1130
3,10858412,2024-09-05,1725497078529685357,110621,7904794000124894699,1,Continuous Lit,ON Market,7904794000123563627,3410,3420,3410,415,1,Buy,41,0,1131
3,10858413,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563627,3410,3420,3410,415,2,Sell,67,1,1132
3,10858414,2024-09-05,1725497078529685357,110621,7904794000125058427,1,Continuous Lit,ON Market,7904794000123563628,3410,3420,3410,20,1,Buy,47,0,1133
3,10858415,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563628,3410,3420,3410,20,2,Sell,67,1,1134
3,10858416,2024-09-05,1725497078529685357,110621,7904794000125231983,1,Continuous Lit,ON Market,7904794000123563629,3410,3420,3410,31,1,Buy,51,0,1135
3,10858417,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563629,3410,3420,3410,31,2,Sell,67,1,1136
3,10858418,2024-09-05,1725497078529685357,110621,7904794000125238405,1,Continuous Lit,ON Market,7904794000123563630,3410,3420,3410,281,1,Buy,42,0,1137
3,10858419,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563630,3410,3420,3410,281,2,Sell,67,1,1138
3,10858420,2024-09-05,1725497078529685357,110621,7904794000125241304,44,Continuous Lit UCP,ON Market,7904794000123563631,3410,3420,3410,103,1,Buy,67,0,1139
3,10858421,2024-09-05,1725497078529685357,110621,7904794000125434902,44,Continuous Lit UCP,ON Market,7904794000123563631,3410,3420,3410,103,2,Sell,67,1,1140
3,10858422,2024-09-05,1725497078529685357,110621,7904794000125218527,44,Continuous Lit UCP,ON Market,7904794000123563632,3410,3420,3410,43,1,Buy,67,0,1141
3,10858423,2024-09-05,1725497078529685357,110621,7904794000125434902,44,Continuous Lit UCP,ON Market,7904794000123563632,3410,3420,3410,43,2,Sell,67,1,1142
3,10858424,2024-09-05,1725497078529685357,110621,7904794000125249015,1,Continuous Lit,ON Market,7904794000123563633,3410,3420,3410,241,1,Buy,42,0,1143
3,10858425,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563633,3410,3420,3410,241,2,Sell,67,1,1144
3,10858426,2024-09-05,1725497078529685357,110621,7904794000125251206,1,Continuous Lit,ON Market,7904794000123563634,3410,3420,3410,244,1,Buy,51,0,1145
3,10858427,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563634,3410,3420,3410,244,2,Sell,67,1,1146
3,10858428,2024-09-05,1725497078529685357,110621,7904794000125256033,44,Continuous Lit UCP,ON Market,7904794000123563635,3410,3420,3410,686,1,Buy,67,0,1147
3,10858429,2024-09-05,1725497078529685357,110621,7904794000125434902,44,Continuous Lit UCP,ON Market,7904794000123563635,3410,3420,3410,686,2,Sell,67,1,1148
3,10858430,2024-09-05,1725497078529685357,110621,7904794000125309445,1,Continuous Lit,ON Market,7904794000123563636,3410,3420,3410,2803,1,Buy,139,0,1149
3,10858431,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563636,3410,3420,3410,2803,2,Sell,67,1,1150
3,10858432,2024-09-05,1725497078529685357,110621,7904794000125318974,44,Continuous Lit UCP,ON Market,7904794000123563637,3410,3420,3410,142,1,Buy,67,0,1151
3,10858433,2024-09-05,1725497078529685357,110621,7904794000125434902,44,Continuous Lit UCP,ON Market,7904794000123563637,3410,3420,3410,142,2,Sell,67,1,1152
3,10858434,2024-09-05,1725497078529685357,110621,7904794000125318976,1,Continuous Lit,ON Market,7904794000123563638,3410,3420,3410,733,1,Buy,5,0,1153
3,10858435,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563638,3410,3420,3410,733,2,Sell,67,1,1154
3,10858436,2024-09-05,1725497078529685357,110621,7904794000125348081,1,Continuous Lit,ON Market,7904794000123563639,3410,3420,3410,267,1,Buy,42,0,1155
3,10858437,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563639,3410,3420,3410,267,2,Sell,67,1,1156
3,10858438,2024-09-05,1725497078529685357,110621,7904794000125231754,1,Continuous Lit,ON Market,7904794000123563640,3410,3420,3410,28,1,Buy,47,0,1157
3,10858439,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563640,3410,3420,3410,28,2,Sell,67,1,1158
3,10858440,2024-09-05,1725497078529685357,110621,7904794000125382960,1,Continuous Lit,ON Market,7904794000123563641,3410,3420,3410,133,1,Buy,67,0,1159
3,10858441,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563641,3410,3420,3410,133,2,Sell,67,1,1160
3,10858442,2024-09-05,1725497078529685357,110621,7904794000125385081,1,Continuous Lit,ON Market,7904794000123563642,3410,3420,3410,226,1,Buy,42,0,1161
3,10858443,2024-09-05,1725497078529685357,110621,7904794000125434902,1,Continuous Lit,ON Market,7904794000123563642,3410,3420,3410,226,2,Sell,67,1,1162
3,10858655,2024-09-05,1725497078530545952,110621,7904794000125434931,1,Continuous Lit,ON Market,7904794000123563643,3400,3410,3410,434,1,Buy,139,1,1163
3,10858656,2024-09-05,1725497078530545952,110621,7904794000125434904,1,Continuous Lit,ON Market,7904794000123563643,3400,3410,3410,434,2,Sell,67,0,1164
3,10858676,2024-09-05,1725497078531916877,110621,7904794000125434934,1,Continuous Lit,ON Market,7904794000123563644,3400,3410,3410,16,1,Buy,47,1,1165
3,10858677,2024-09-05,1725497078531916877,110621,7904794000125434904,1,Continuous Lit,ON Market,7904794000123563644,3400,3410,3410,16,2,Sell,67,0,1166
3,10858903,2024-09-05,1725497078646819194,110621,7904794000125434983,1,Continuous Lit,ON Market,7904794000123563647,3400,3410,3410,377,1,Buy,42,1,1167
3,10858904,2024-09-05,1725497078646819194,110621,7904794000125434904,1,Continuous Lit,ON Market,7904794000123563647,3400,3410,3410,377,2,Sell,67,0,1168
3,10858920,2024-09-05,1725497078653616266,110621,7904794000125434985,44,Continuous Lit UCP,ON Market,7904794000123563648,3400,3410,3410,216,1,Buy,67,1,1169
3,10858921,2024-09-05,1725497078653616266,110621,7904794000125434904,44,Continuous Lit UCP,ON Market,7904794000123563648,3400,3410,3410,216,2,Sell,67,0,1170
3,10984635,2024-09-05,1725497117174840406,110621,7904794000125197510,1,Continuous Lit,ON Market,7904794000123564415,3400,3410,3400,152,1,Buy,51,0,1171
3,10984636,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564415,3400,3410,3400,152,2,Sell,146,1,1172
3,10984637,2024-09-05,1725497117174840406,110621,7904794000125214939,1,Continuous Lit,ON Market,7904794000123564416,3400,3410,3400,137,1,Buy,42,0,1173
3,10984638,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564416,3400,3410,3400,137,2,Sell,146,1,1174
3,10984639,2024-09-05,1725497117174840406,110621,7904794000125227634,1,Continuous Lit,ON Market,7904794000123564417,3400,3410,3400,447,1,Buy,41,0,1175
3,10984640,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564417,3400,3410,3400,447,2,Sell,146,1,1176
3,10984641,2024-09-05,1725497117174840406,110621,7904794000125231402,1,Continuous Lit,ON Market,7904794000123564418,3400,3410,3400,1605,1,Buy,67,0,1177
3,10984642,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564418,3400,3410,3400,1605,2,Sell,146,1,1178
3,10984643,2024-09-05,1725497117174840406,110621,7904794000125231444,1,Continuous Lit,ON Market,7904794000123564419,3400,3410,3400,283,1,Buy,51,0,1179
3,10984644,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564419,3400,3410,3400,283,2,Sell,146,1,1180
3,10984645,2024-09-05,1725497117174840406,110621,7904794000125280481,1,Continuous Lit,ON Market,7904794000123564420,3400,3410,3400,5882,1,Buy,69,0,1181
3,10984646,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564420,3400,3410,3400,5882,2,Sell,146,1,1182
3,10984647,2024-09-05,1725497117174840406,110621,7904794000125280907,1,Continuous Lit,ON Market,7904794000123564421,3400,3410,3400,277,1,Buy,51,0,1183
3,10984648,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564421,3400,3410,3400,277,2,Sell,146,1,1184
3,10984649,2024-09-05,1725497117174840406,110621,7904794000125434933,1,Continuous Lit,ON Market,7904794000123564422,3400,3410,3400,1079,1,Buy,139,0,1185
3,10984650,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564422,3400,3410,3400,1079,2,Sell,146,1,1186
3,10984651,2024-09-05,1725497117174840406,110621,7904794000125434944,1,Continuous Lit,ON Market,7904794000123564423,3400,3410,3400,98,1,Buy,41,0,1187
3,10984652,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564423,3400,3410,3400,98,2,Sell,146,1,1188
3,10984653,2024-09-05,1725497117174840406,110621,7904794000125434945,1,Continuous Lit,ON Market,7904794000123564424,3400,3410,3400,336,1,Buy,41,0,1189
3,10984654,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564424,3400,3410,3400,336,2,Sell,146,1,1190
3,10984655,2024-09-05,1725497117174840406,110621,7904794000125434982,1,Continuous Lit,ON Market,7904794000123564425,3400,3410,3400,690,1,Buy,42,0,1191
3,10984656,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564425,3400,3410,3400,690,2,Sell,146,1,1192
3,10984657,2024-09-05,1725497117174840406,110621,7904794000125434989,1,Continuous Lit,ON Market,7904794000123564426,3400,3410,3400,549,1,Buy,42,0,1193
3,10984658,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564426,3400,3410,3400,549,2,Sell,146,1,1194
3,10984659,2024-09-05,1725497117174840406,110621,7904794000125446844,1,Continuous Lit,ON Market,7904794000123564427,3400,3410,3400,13,1,Buy,41,0,1195
3,10984660,2024-09-05,1725497117174840406,110621,7904794000125452406,1,Continuous Lit,ON Market,7904794000123564427,3400,3410,3400,13,2,Sell,146,1,1196
3,10984887,2024-09-05,1725497117175485007,110621,7904794000125452447,44,Continuous Lit UCP,ON Market,7904794000123564428,3390,3400,3400,1182,1,Buy,67,1,1197
3,10984888,2024-09-05,1725497117175485007,110621,7904794000125452417,44,Continuous Lit UCP,ON Market,7904794000123564428,3390,3400,3400,1182,2,Sell,67,0,1198
3,10984895,2024-09-05,1725497117175507930,110621,7904794000125452448,44,Continuous Lit UCP,ON Market,7904794000123564429,3390,3400,3400,1160,1,Buy,67,1,1199
3,10984896,2024-09-05,1725497117175507930,110621,7904794000125452418,44,Continuous Lit UCP,ON Market,7904794000123564429,3390,3400,3400,1160,2,Sell,67,0,1200
3,10984897,2024-09-05,1725497117175507930,110621,7904794000125452448,44,Continuous Lit UCP,ON Market,7904794000123564430,3390,3400,3400,22,1,Buy,67,1,1201
3,10984898,2024-09-05,1725497117175507930,110621,7904794000125452419,44,Continuous Lit UCP,ON Market,7904794000123564430,3390,3400,3400,22,2,Sell,67,0,1202
3,10984964,2024-09-05,1725497117184679639,110621,7904794000125452463,1,Continuous Lit,ON Market,7904794000123564431,3390,3400,3400,13,1,Buy,41,1,1203
3,10984965,2024-09-05,1725497117184679639,110621,7904794000125452419,1,Continuous Lit,ON Market,7904794000123564431,3390,3400,3400,13,2,Sell,67,0,1204
3,10985013,2024-09-05,1725497117202151564,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123564432,3390,3400,3395,39,1,Buy,75,0,1205
3,10985014,2024-09-05,1725497117202151564,110621,7904794000125452473,47,Centre Point,ON Market,7904794000123564432,3390,3400,3395,39,2,Sell,41,1,1206
3,10987545,2024-09-05,1725497117875464238,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123564447,3390,3400,3395,1022,1,Buy,75,0,1207
3,10987546,2024-09-05,1725497117875464238,110621,7904794000125452769,47,Centre Point,ON Market,7904794000123564447,3390,3400,3395,1022,2,Sell,47,1,1208
3,10995525,2024-09-05,1725497119877128627,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123564565,3390,3400,3395,4,1,Buy,75,0,1209
3,10995526,2024-09-05,1725497119877128627,110621,7904794000125453846,47,Centre Point,ON Market,7904794000123564565,3390,3400,3395,4,2,Sell,47,1,1210
3,11014867,2024-09-05,1725497125618726883,110621,7904794000125456470,5,Trade Report Crossings,OFF Market,7904794000123564727,3390,3400,3395,5,1,Buy,42,0,1211
3,11014868,2024-09-05,1725497125618726883,110621,7904794000125456470,5,Trade Report Crossings,OFF Market,7904794000123564727,3390,3400,3395,5,2,Sell,42,0,1212
3,11163598,2024-09-05,1725497176051684033,110621,7904794000125477752,5,Trade Report Crossings,OFF Market,7904794000123565962,3390,3400,3395,2,1,Buy,51,0,1213
3,11163599,2024-09-05,1725497176051684033,110621,7904794000125477752,5,Trade Report Crossings,OFF Market,7904794000123565962,3390,3400,3395,2,2,Sell,51,0,1214
3,11167734,2024-09-05,1725497178314422071,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123565990,3390,3400,3395,1,1,Buy,75,0,1215
3,11167735,2024-09-05,1725497178314422071,110621,7904794000125478527,47,Centre Point,ON Market,7904794000123565990,3390,3400,3395,1,2,Sell,47,1,1216
3,11373039,2024-09-05,1725497251246811397,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123567613,3390,3400,3395,1500,1,Buy,75,0,1217
3,11373040,2024-09-05,1725497251246811397,110621,7904794000125504964,47,Centre Point,ON Market,7904794000123567613,3390,3400,3395,1500,2,Sell,26,1,1218
3,11373057,2024-09-05,1725497251255972760,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123567614,3390,3400,3395,3245,1,Buy,75,0,1219
3,11373058,2024-09-05,1725497251255972760,110621,7904794000125504966,47,Centre Point,ON Market,7904794000123567614,3390,3400,3395,3245,2,Sell,26,1,1220
3,11375301,2024-09-05,1725497251480020356,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123567628,3390,3400,3395,2,1,Buy,75,0,1221
3,11375302,2024-09-05,1725497251480020356,110621,7904794000125505409,47,Centre Point,ON Market,7904794000123567628,3390,3400,3395,2,2,Sell,51,1,1222
3,11379198,2024-09-05,1725497252911483757,110621,7904794000124751842,47,Centre Point,ON Market,7904794000123567646,3390,3400,3395,187,1,Buy,75,0,1223
3,11379199,2024-09-05,1725497252911483757,110621,7904794000125505847,47,Centre Point,ON Market,7904794000123567646,3390,3400,3395,187,2,Sell,47,1,1224
3,11379200,2024-09-05,1725497252911483757,110621,7904794000125482818,47,Centre Point,ON Market,7904794000123567647,3390,3400,3395,178,1,Buy,61,0,1225
3,11379201,2024-09-05,1725497252911483757,110621,7904794000125505847,47,Centre Point,ON Market,7904794000123567647,3390,3400,3395,178,2,Sell,47,1,1226
3,11379202,2024-09-05,1725497252911483757,110621,7904794000125505836,47,Centre Point,ON Market,7904794000123567648,3390,3400,3395,659,1,Buy,67,0,1227
3,11379203,2024-09-05,1725497252911483757,110621,7904794000125505847,47,Centre Point,ON Market,7904794000123567648,3390,3400,3395,659,2,Sell,47,1,1228
3,11380624,2024-09-05,1725497253925879869,110621,7904794000124509126,1,Continuous Lit,ON Market,7904794000123567659,3390,3400,3390,4,1,Buy,67,0,1229
3,11380625,2024-09-05,1725497253925879869,110621,7904794000125506084,1,Continuous Lit,ON Market,7904794000123567659,3390,3400,3390,4,2,Sell,47,1,1230
3,11407410,2024-09-05,1725497267222922729,110621,7904794000124509126,1,Continuous Lit,ON Market,7904794000123567929,3390,3400,3390,2,1,Buy,67,0,1231
3,11407411,2024-09-05,1725497267222922729,110621,7904794000125509590,1,Continuous Lit,ON Market,7904794000123567929,3390,3400,3390,2,2,Sell,51,1,1232
3,11408638,2024-09-05,1725497268064920421,110621,7904794000124509126,1,Continuous Lit,ON Market,7904794000123567944,3390,3400,3390,1,1,Buy,67,0,1233
3,11408639,2024-09-05,1725497268064920421,110621,7904794000125509820,1,Continuous Lit,ON Market,7904794000123567944,3390,3400,3390,1,2,Sell,47,1,1234
3,11508466,2024-09-05,1725497296794046322,110621,7904794000124509126,1,Continuous Lit,ON Market,7904794000123568649,3390,3400,3390,706,1,Buy,67,0,1235
3,11508467,2024-09-05,1725497296794046322,110621,7904794000125522530,1,Continuous Lit,ON Market,7904794000123568649,3390,3400,3390,706,2,Sell,147,1,1236
3,11508468,2024-09-05,1725497296794046322,110621,7904794000124509155,1,Continuous Lit,ON Market,7904794000123568650,3390,3400,3390,2250,1,Buy,67,0,1237
3,11508469,2024-09-05,1725497296794046322,110621,7904794000125522530,1,Continuous Lit,ON Market,7904794000123568650,3390,3400,3390,2250,2,Sell,147,1,1238
3,11508706,2024-09-05,1725497296895203193,110621,7904794000124522068,1,Continuous Lit,ON Market,7904794000123568652,3390,3400,3390,11787,1,Buy,54,0,1239
3,11508707,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568652,3390,3400,3390,11787,2,Sell,67,1,1240
3,11508708,2024-09-05,1725497296895203193,110621,7904794000124535981,44,Continuous Lit UCP,ON Market,7904794000123568653,3390,3400,3390,768,1,Buy,67,0,1241
3,11508709,2024-09-05,1725497296895203193,110621,7904794000125522576,44,Continuous Lit UCP,ON Market,7904794000123568653,3390,3400,3390,768,2,Sell,67,1,1242
3,11508710,2024-09-05,1725497296895203193,110621,7904794000124615393,44,Continuous Lit UCP,ON Market,7904794000123568654,3390,3400,3390,828,1,Buy,67,0,1243
3,11508711,2024-09-05,1725497296895203193,110621,7904794000125522576,44,Continuous Lit UCP,ON Market,7904794000123568654,3390,3400,3390,828,2,Sell,67,1,1244
3,11508712,2024-09-05,1725497296895203193,110621,7904794000124894698,1,Continuous Lit,ON Market,7904794000123568655,3390,3400,3390,1606,1,Buy,41,0,1245
3,11508713,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568655,3390,3400,3390,1606,2,Sell,67,1,1246
3,11508714,2024-09-05,1725497296895203193,110621,7904794000125231455,44,Continuous Lit UCP,ON Market,7904794000123568656,3390,3400,3390,9,1,Buy,67,0,1247
3,11508715,2024-09-05,1725497296895203193,110621,7904794000125522576,44,Continuous Lit UCP,ON Market,7904794000123568656,3390,3400,3390,9,2,Sell,67,1,1248
3,11508716,2024-09-05,1725497296895203193,110621,7904794000125435185,1,Continuous Lit,ON Market,7904794000123568657,3390,3400,3390,7,1,Buy,47,0,1249
3,11508717,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568657,3390,3400,3390,7,2,Sell,67,1,1250
3,11508718,2024-09-05,1725497296895203193,110621,7904794000125435188,1,Continuous Lit,ON Market,7904794000123568658,3390,3400,3390,38,1,Buy,47,0,1251
3,11508719,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568658,3390,3400,3390,38,2,Sell,67,1,1252
3,11508720,2024-09-05,1725497296895203193,110621,7904794000125443500,1,Continuous Lit,ON Market,7904794000123568659,3390,3400,3390,274,1,Buy,51,0,1253
3,11508721,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568659,3390,3400,3390,274,2,Sell,67,1,1254
3,11508722,2024-09-05,1725497296895203193,110621,7904794000125452462,1,Continuous Lit,ON Market,7904794000123568660,3390,3400,3390,202,1,Buy,41,0,1255
3,11508723,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568660,3390,3400,3390,202,2,Sell,67,1,1256
3,11508724,2024-09-05,1725497296895203193,110621,7904794000125452471,1,Continuous Lit,ON Market,7904794000123568661,3390,3400,3390,13,1,Buy,41,0,1257
3,11508725,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568661,3390,3400,3390,13,2,Sell,67,1,1258
3,11508726,2024-09-05,1725497296895203193,110621,7904794000125452550,1,Continuous Lit,ON Market,7904794000123568662,3390,3400,3390,513,1,Buy,42,0,1259
3,11508727,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568662,3390,3400,3390,513,2,Sell,67,1,1260
3,11508728,2024-09-05,1725497296895203193,110621,7904794000125452573,1,Continuous Lit,ON Market,7904794000123568663,3390,3400,3390,783,1,Buy,42,0,1261
3,11508729,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568663,3390,3400,3390,783,2,Sell,67,1,1262
3,11508730,2024-09-05,1725497296895203193,110621,7904794000125453045,1,Continuous Lit,ON Market,7904794000123568664,3390,3400,3390,668,1,Buy,51,0,1263
3,11508731,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568664,3390,3400,3390,668,2,Sell,67,1,1264
3,11508732,2024-09-05,1725497296895203193,110621,7904794000125504969,1,Continuous Lit,ON Market,7904794000123568665,3390,3400,3390,579,1,Buy,139,0,1265
3,11508733,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568665,3390,3400,3390,579,2,Sell,67,1,1266
3,11508734,2024-09-05,1725497296895203193,110621,7904794000125505546,1,Continuous Lit,ON Market,7904794000123568666,3390,3400,3390,273,1,Buy,51,0,1267
3,11508735,2024-09-05,1725497296895203193,110621,7904794000125522576,1,Continuous Lit,ON Market,7904794000123568666,3390,3400,3390,273,2,Sell,67,1,1268
3,11509038,2024-09-05,1725497296920446965,110621,7904794000124474831,47,Centre Point,ON Market,7904794000123568667,3380,3390,3385,45,1,Buy,75,0,1269
3,11509039,2024-09-05,1725497296920446965,110621,7904794000125522630,47,Centre Point,ON Market,7904794000123568667,3380,3390,3385,45,2,Sell,41,1,1270
3,11511083,2024-09-05,1725497298299794432,110621,7904794000124474831,47,Centre Point,ON Market,7904794000123568678,3380,3390,3385,404,1,Buy,75,0,1271
3,11511084,2024-09-05,1725497298299794432,110621,7904794000125523032,47,Centre Point,ON Market,7904794000123568678,3380,3390,3385,404,2,Sell,61,1,1272
3,11513197,2024-09-05,1725497299272960056,110621,7904794000124474831,47,Centre Point,ON Market,7904794000123568697,3380,3390,3385,4632,1,Buy,75,0,1273
3,11513198,2024-09-05,1725497299272960056,110621,7904794000125523357,47,Centre Point,ON Market,7904794000123568697,3380,3390,3385,4632,2,Sell,47,1,1274
3,11518216,2024-09-05,1725497301284851754,110621,7904794000124474831,47,Centre Point,ON Market,7904794000123568753,3380,3390,3385,18,1,Buy,75,0,1275
3,11518217,2024-09-05,1725497301284851754,110621,7904794000125523990,47,Centre Point,ON Market,7904794000123568753,3380,3390,3385,18,2,Sell,47,1,1276
3,11535781,2024-09-05,1725497307588014386,110621,7904794000124474831,47,Centre Point,ON Market,7904794000123568937,3380,3390,3385,10,1,Buy,75,0,1277
3,11535782,2024-09-05,1725497307588014386,110621,7904794000125526638,47,Centre Point,ON Market,7904794000123568937,3380,3390,3385,10,2,Sell,61,1,1278
3,11540247,2024-09-05,1725497309374143506,110621,7904794000124474831,47,Centre Point,ON Market,7904794000123568976,3380,3390,3385,2,1,Buy,75,0,1279
3,11540248,2024-09-05,1725497309374143506,110621,7904794000125527366,47,Centre Point,ON Market,7904794000123568976,3380,3390,3385,2,2,Sell,47,1,1280
3,11631387,2024-09-05,1725497339611570283,110621,7904794000124474831,47,Centre Point,ON Market,7904794000123569558,3380,3390,3385,13,1,Buy,75,0,1281
