orderid,orderbookid,qty_filled,order_quantity,fill_ratio,fill_rate_pct,num_fills,avg_fill_size,fill_status,vwap,arrival_midpoint,arrival_bid,arrival_offer,arrival_spread,arrival_spread_bps,limit_price,price_improvement,price_improvement_bps,exec_cost_arrival_bps,exec_cost_vw_bps,effective_spread_pct,slippage_bps,implementation_shortfall_bps,total_execution_value,order_timestamp,first_fill_time,last_fill_time,time_to_first_fill_sec,execution_duration_sec,total_duration_sec,avg_time_between_fills,vw_exec_time_sec,first_fill_midpoint,last_fill_midpoint,market_drift_bps,avg_execution_spread_bps,spread_volatility_bps,price_volatility_bps,date,orderbookid_partition,ticker
7904793995829598717,85603,9.0,25.0,0.36,36.0,1.0,9.0,Partially Filled,141620.0,141600.0,141580.0,141620.0,40.0,2.824858757062147,141620.0,0.0,0.0,-1.4124293785310735,-1.4124293785310735,100.0,-1.4124293785310735,1.4124293785310735,1274580.0,1725498150878499095,1725498146774999283,1725498146774999283,0.0,0.0,0.0,0.0,0.0,141600.0,141600.0,0.0,2.824858757062147,0.0,0.0,2024-09-05,85603,cba
7904793995829598731,85603,3.0,25.0,0.12,12.0,1.0,3.0,Partially Filled,141610.0,141600.0,141590.0,141610.0,20.0,1.4124293785310735,141610.0,0.0,0.0,-0.7062146892655368,-0.7062146892655368,100.0,-0.7062146892655368,0.7062146892655368,424830.0,1725498142263685694,1725498142263533937,1725498142263533937,0.0,0.0,0.0,0.0,0.0,141600.0,141600.0,0.0,1.4124293785310735,0.0,0.0,2024-09-05,85603,cba
7904793995829599395,85603,12.0,25.0,0.48,48.0,1.0,12.0,Partially Filled,141610.0,141590.0,141580.0,141600.0,20.0,1.4125291334133767,141610.0,0.0,0.0,-1.4125291334133767,-1.4125291334133767,200.0,-1.4125291334133767,1.4125291334133767,1699320.0,1725498145610003102,1725498145609771459,1725498145609771459,0.0,0.0,0.0,0.0,0.0,141590.0,141590.0,0.0,1.4125291334133767,0.0,0.0,2024-09-05,85603,cba
7904793995829606252,85603,6.0,35.0,0.17142857142857143,17.142857142857142,1.0,6.0,Partially Filled,141610.0,141630.0,141620.0,141640.0,20.0,1.4121301984042929,141610.0,0.0,0.0,-1.4121301984042929,-0.3530699431557392,200.0,-1.4121301984042929,-1.4121301984042929,849660.0,1725498200474706135,1725498192484291833,1725498192484291833,0.0,0.0,0.0,0.0,0.0,141615.0,141615.0,0.0,0.7061398863114784,0.0,0.0,2024-09-05,85603,cba
7904793995829609100,85603,8.0,25.0,0.32,32.0,1.0,8.0,Partially Filled,141620.0,141620.0,141610.0,141630.0,20.0,1.4122299110295156,141620.0,0.0,0.0,-0.0,-0.3530699431557392,0.0,-0.0,0.0,1132960.0,1725498205472866134,1725498205471180363,1725498205471180363,0.0,0.0,0.0,0.0,0.0,141615.0,141615.0,0.0,0.7061398863114784,0.0,0.0,2024-09-05,85603,cba
7904793995829611779,85603,8.0,35.0,0.22857142857142856,22.857142857142858,2.0,4.0,Partially Filled,141610.0,141670.0,141660.0,141680.0,20.0,1.411731488670855,141610.0,0.0,0.0,-4.235194466012564,-1.059135039717564,600.0,-4.235194466012564,-4.235194466012564,1132880.0,1725498255051310987,1725498224125094976,1725498225136521450,0.0,1.011426474,0.0,1.011426474,0.0,141625.0,141625.0,0.0,2.118270079435128,0.0,0.0,2024-09-05,85603,cba
7904793995829616695,85603,3.0,15.0,0.2,20.0,1.0,3.0,Partially Filled,141680.0,141665.0,141650.0,141680.0,30.0,2.1176719726114426,141680.0,0.0,0.0,-1.0588359863057213,-1.0588359863057213,100.0,-1.0588359863057213,1.0588359863057213,425040.0,1725498271000994278,1725498253734650923,1725498253734650923,0.0,0.0,0.0,0.0,0.0,141665.0,141665.0,0.0,2.1176719726114426,0.0,0.0,2024-09-05,85603,cba
7904793995829616910,85603,7.0,25.0,0.28,28.000000000000004,1.0,7.0,Partially Filled,141690.0,141670.0,141650.0,141690.0,40.0,2.82346297734171,141690.0,0.0,0.0,-1.411731488670855,-1.411731488670855,100.0,-1.411731488670855,1.411731488670855,991830.0,1725498276120407215,1725498273378664109,1725498273378664109,0.0,0.0,0.0,0.0,0.0,141670.0,141670.0,0.0,2.82346297734171,0.0,0.0,2024-09-05,85603,cba
7904793995829622561,85603,4.0,21.0,0.19047619047619047,19.047619047619047,1.0,4.0,Partially Filled,141730.0,141735.0,141730.0,141740.0,10.0,0.7055420326665961,141730.0,0.0,0.0,-0.35277101633329805,-0.7055171440666008,100.0,-0.35277101633329805,-0.35277101633329805,566920.0,1725498403502900779,1725498403502699831,1725498403502699831,0.0,0.0,0.0,0.0,0.0,141740.0,141740.0,0.0,1.4110342881332016,0.0,0.0,2024-09-05,85603,cba
7904793995829626362,85603,16.0,25.0,0.64,64.0,2.0,8.0,Partially Filled,141693.75,141695.0,141690.0,141700.0,10.0,0.7057412047002364,141690.0,3.75,0.26466229091679017,0.08821765058752955,-0.26466229091679017,25.0,0.08821765058752955,-0.08821765058752955,2267100.0,1725498313190985178,1725498313179461494,1725498313189725289,0.0,0.010263795,0.0,0.010263795,0.0,141690.0,141690.0,0.0,0.0,0.0,0.24951939700464823,2024-09-05,85603,cba
7904793995829626426,85603,12.0,25.0,0.48,48.0,1.0,12.0,Partially Filled,141650.0,141740.0,141720.0,141760.0,40.0,2.8220685762664033,141650.0,0.0,0.0,-6.3496542965994065,-6.7021764436135305,450.0,-6.3496542965994065,-6.3496542965994065,1699800.0,1725498590824955045,1725498590824550757,1725498590824550757,0.0,0.0,0.0,0.0,0.0,141745.0,141745.0,0.0,3.527461286112385,0.0,0.0,2024-09-05,85603,cba
7904793995829631635,85603,16.0,25.0,0.64,64.0,1.0,16.0,Partially Filled,141730.0,141715.0,141690.0,141740.0,50.0,3.5282080231450443,141730.0,0.0,0.0,-1.0584624069435133,-1.411333004022299,60.0,-1.0584624069435133,1.0584624069435133,2267680.0,1725498336646830916,1725498336641730331,1725498336641730331,0.0,0.0,0.0,0.0,0.0,141710.0,141710.0,0.0,2.822666008044598,0.0,0.0,2024-09-05,85603,cba
7904793995829633951,85603,18.0,25.0,0.72,72.0,3.0,6.0,Partially Filled,141790.0,141770.0,141740.0,141800.0,60.0,4.232207096000565,141790.0,0.0,0.0,-1.4107356986668547,-1.4107356986668547,66.66666666666666,-1.4107356986668547,1.4107356986668547,2552220.0,1725498369066160175,1725498347501667295,1725498347965142080,0.0,0.463474785,0.0,0.2317373925,0.0,141770.0,141770.0,0.0,2.8214713973337093,0.0,0.0,2024-09-05,85603,cba
7904793995829634344,85603,1.0,25.0,0.04,4.0,1.0,1.0,Partially Filled,141770.0,141750.0,141730.0,141770.0,40.0,2.821869488536155,141770.0,0.0,0.0,-1.4109347442680775,-1.4109347442680775,100.0,-1.4109347442680775,1.4109347442680775,141770.0,1725498358845316987,1725498358845099293,1725498358845099293,0.0,0.0,0.0,0.0,0.0,141750.0,141750.0,0.0,2.821869488536155,0.0,0.0,2024-09-05,85603,cba
7904793995829640753,85603,1.0,4.0,0.25,25.0,1.0,1.0,Partially Filled,141780.0,141735.0,141730.0,141740.0,10.0,0.7055420326665961,141780.0,0.0,0.0,-3.1749391469996824,-0.7053678493334273,900.0,-3.1749391469996824,3.1749391469996824,141780.0,1725498404721980205,1725498400194911561,1725498400194911561,0.0,0.0,0.0,0.0,0.0,141770.0,141770.0,0.0,1.4107356986668547,0.0,0.0,2024-09-05,85603,cba
7904793995829642192,85603,24.0,72.0,0.3333333333333333,33.33333333333333,1.0,24.0,Partially Filled,141810.0,141780.0,141770.0,141790.0,20.0,1.4106361969248131,141810.0,0.0,0.0,-2.11595429538722,-1.0578652279699565,300.0,-2.11595429538722,2.11595429538722,3403440.0,1725498474400598034,1725498427392044697,1725498427392044697,0.0,0.0,0.0,0.0,0.0,141795.0,141795.0,0.0,2.115730455939913,0.0,0.0,2024-09-05,85603,cba
7904793995829659389,85603,37.0,500.0,0.074,7.3999999999999995,3.0,12.333333333333334,Partially Filled,141840.0,139745.0,152540.0,126950.0,-25590.0,-1831.1925292497046,141840.0,0.0,0.0,-149.9159182797238,-0.3525222970352875,,-149.9159182797238,149.9159182797238,5248080.0,1725516085173016472,1725498540905838763,1725498540905838763,0.0,0.0,0.0,0.0,0.0,141835.0,141835.0,0.0,0.705044594070575,0.0,0.0,2024-09-05,85603,cba
7904793995829663752,85603,14.0,17.0,0.8235294117647058,82.35294117647058,4.0,3.5,Partially Filled,141780.0,141730.0,141710.0,141750.0,40.0,2.8222676920905947,141780.0,0.0,0.0,-3.5278346151132434,-0.7053678493334273,250.0,-3.5278346151132434,3.5278346151132434,1984920.0,1725498603001112841,1725498577717823750,1725498587986915926,0.0,10.269092176,0.0,3.423030725333333,0.0,141770.0,141770.0,0.0,1.4107356986668547,0.0,0.0,2024-09-05,85603,cba
7904793995829665455,85603,15.0,25.0,0.6,60.0,1.0,15.0,Partially Filled,141740.0,141715.0,141690.0,141740.0,50.0,3.5282080231450443,141740.0,0.0,0.0,-1.7641040115725222,-1.7641040115725224,100.0,-1.7641040115725222,1.7641040115725222,2126100.0,1725498590830794464,1725498590830500675,1725498590830500675,0.0,0.0,0.0,0.0,0.0,141715.0,141715.0,0.0,3.5282080231450443,0.0,0.0,2024-09-05,85603,cba
7904793995829665489,85603,3.0,25.0,0.12,12.0,1.0,3.0,Partially Filled,141700.0,141715.0,141710.0,141720.0,10.0,0.7056416046290089,141700.0,0.0,0.0,-1.0584624069435133,-2.116700769067946,300.0,-1.0584624069435133,-1.0584624069435133,425100.0,1725498602203040316,1725498590878858837,1725498590878858837,0.0,0.0,0.0,0.0,0.0,141730.0,141730.0,0.0,4.233401538135892,0.0,0.0,2024-09-05,85603,cba
7904793995829665631,85603,29.0,44.0,0.6590909090909091,65.9090909090909,2.0,14.5,Partially Filled,141760.0,141720.0,141710.0,141730.0,20.0,1.4112334180073385,141760.0,0.0,0.0,-2.822466836014677,-1.3867043944780582,400.0,-2.822466836014677,2.822466836014677,4111040.0,1725498610711369617,1725498591233059694,1725498592401624459,0.0,1.168564765,0.0,1.168564765,0.0,141740.0,141750.0,0.7055171440666008,2.1165016602672404,0.7055669159991629,0.0,2024-09-05,85603,cba
7904793995829665697,85603,1.0,25.0,0.04,4.0,1.0,1.0,Partially Filled,141750.0,141740.0,141720.0,141760.0,40.0,2.8220685762664033,141750.0,0.0,0.0,-0.7055171440666008,-1.4111338460452973,50.0,-0.7055171440666008,0.7055171440666008,141750.0,1725498591710820655,1725498591710480315,1725498591710480315,0.0,0.0,0.0,0.0,0.0,141730.0,141730.0,0.0,2.8222676920905947,0.0,0.0,2024-09-05,85603,cba
7904793995829673356,85603,22.0,25.0,0.88,88.0,2.0,11.0,Partially Filled,141810.0,141795.0,141780.0,141810.0,30.0,2.115730455939913,141810.0,0.0,0.0,-1.0578652279699565,-1.4105367092178573,100.0,-1.0578652279699565,1.0578652279699565,3119820.0,1725498651336946212,1725498651084958064,1725498651247343123,0.0,0.162385059,0.0,0.162385059,0.0,141790.0,141790.0,0.0,2.8210734184357147,0.0,0.0,2024-09-05,85603,cba
7904793995829678477,85603,1611.0,9972.0,0.1615523465703971,16.15523465703971,12.0,134.25,Partially Filled,141768.59093730603,141795.0,141780.0,141810.0,30.0,2.115730455939913,141770.0,1.4090626939723734,0.09939075220232584,-1.8624819418154641,0.2533021060220157,176.06041795981582,-1.8624819418154641,-1.862481941815924,228389200.0,1725498686744274967,1725498683785696959,1725498683785907552,0.0,0.000210593,0.0,0.000019144818181818183,0.0,141765.0,141765.0,0.0,-0.7053927274009805,1.1102230246251565e-16,0.5062761489127574,2024-09-05,85603,cba
7904793995829679018,85603,12.0,25.0,0.48,48.0,1.0,12.0,Partially Filled,141800.0,141780.0,141770.0,141790.0,20.0,1.4106361969248131,141800.0,0.0,0.0,-1.4106361969248131,-0.7052683546089287,200.0,-1.4106361969248131,1.4106361969248131,1701600.0,1725498694025909106,1725498686744409411,1725498686744409411,0.0,0.0,0.0,0.0,0.0,141790.0,141790.0,0.0,1.4105367092178573,0.0,0.0,2024-09-05,85603,cba
7904793995829684453,85603,11.0,16.0,0.6875,68.75,1.0,11.0,Partially Filled,141800.0,141795.0,141780.0,141810.0,30.0,2.115730455939913,141800.0,0.0,0.0,-0.3526217426566522,-0.7052683546089287,33.33333333333333,-0.3526217426566522,0.3526217426566522,1559800.0,1725498730419292773,1725498728938698876,1725498728938698876,0.0,0.0,0.0,0.0,0.0,141790.0,141790.0,0.0,1.4105367092178573,0.0,0.0,2024-09-05,85603,cba
7904793995829693621,85603,14.0,16.0,0.875,87.5,1.0,14.0,Partially Filled,141760.0,141760.0,141750.0,141770.0,20.0,1.4108352144469525,141760.0,0.0,0.0,-0.0,-0.35272124440055025,0.0,-0.0,0.0,1984640.0,1725498794341389944,1725498789778573314,1725498789778573314,0.0,0.0,0.0,0.0,0.0,141755.0,141755.0,0.0,0.7054424888011005,0.0,0.0,2024-09-05,85603,cba
7904793995829697164,85603,1.0,18.0,0.05555555555555555,5.555555555555555,1.0,1.0,Partially Filled,141760.0,141665.0,141660.0,141670.0,10.0,0.7058906575371475,141760.0,0.0,0.0,-6.705961246602901,-0.35272124440055025,1900.0,-6.705961246602901,6.705961246602901,141760.0,1725498836000846182,1725498812406338864,1725498812406338864,0.0,0.0,0.0,0.0,0.0,141755.0,141755.0,0.0,0.7054424888011005,0.0,0.0,2024-09-05,85603,cba
7904793995829698122,85603,2.0,25.0,0.08,8.0,1.0,2.0,Partially Filled,141740.0,141725.0,141710.0,141740.0,30.0,2.116775445404833,141740.0,0.0,0.0,-1.0583877227024165,-1.0583877227024165,100.0,-1.0583877227024165,1.0583877227024165,283480.0,1725498822512110693,1725498819280492032,1725498819280492032,0.0,0.0,0.0,0.0,0.0,141725.0,141725.0,0.0,2.116775445404833,0.0,0.0,2024-09-05,85603,cba
7904793995829702040,85603,16.0,25.0,0.64,64.0,1.0,16.0,Partially Filled,141620.0,141695.0,141680.0,141710.0,30.0,2.117223614100709,141620.0,0.0,0.0,-5.293059035251773,-0.7060650992021464,500.0,-5.293059035251773,-5.293059035251773,2265920.0,1725498864000918947,1725498840319396638,1725498840319396638,0.0,0.0,0.0,0.0,0.0,141630.0,141630.0,0.0,1.4121301984042929,0.0,0.0,2024-09-05,85603,cba
7904793995829703085,85603,14.0,25.0,0.56,56.00000000000001,1.0,14.0,Partially Filled,141740.0,141715.0,141690.0,141740.0,50.0,3.5282080231450443,141740.0,0.0,0.0,-1.7641040115725222,-2.1169995060334483,100.0,-1.7641040115725222,1.7641040115725222,1984360.0,1725498842906816590,1725498842906020621,1725498842906020621,0.0,0.0,0.0,0.0,0.0,141710.0,141710.0,0.0,4.233999012066897,0.0,0.0,2024-09-05,85603,cba
7904793995829717996,85603,3.0,17.0,0.17647058823529413,17.647058823529413,1.0,3.0,Partially Filled,141730.0,141665.0,141660.0,141670.0,10.0,0.7058906575371475,141730.0,0.0,0.0,-4.5882892739914585,-0.7056167090036692,1300.0,-4.5882892739914585,4.5882892739914585,425190.0,1725498965041452936,1725498945733371534,1725498945733371534,0.0,0.0,0.0,0.0,0.0,141720.0,141720.0,0.0,1.4112334180073385,0.0,0.0,2024-09-05,85603,cba
7904793995829720617,85603,13.0,25.0,0.52,52.0,1.0,13.0,Partially Filled,141700.0,141685.0,141670.0,141700.0,30.0,2.117373045841126,141700.0,0.0,0.0,-1.058686522920563,-1.058686522920563,100.0,-1.058686522920563,1.058686522920563,1842100.0,1725500049402288886,1725500049402082632,1725500049402082632,0.0,0.0,0.0,0.0,0.0,141685.0,141685.0,0.0,2.117373045841126,0.0,0.0,2024-09-05,85603,cba
7904793995829722063,85603,1.0,29.0,0.034482758620689655,3.4482758620689653,1.0,1.0,Partially Filled,141650.0,141555.0,141550.0,141560.0,10.0,0.7064391932464413,141650.0,0.0,0.0,-6.7111723358411925,-0.7060152499293986,1900.0,-6.7111723358411925,6.7111723358411925,141650.0,1725498996040478067,1725498969778229119,1725498969778229119,0.0,0.0,0.0,0.0,0.0,141640.0,141640.0,0.0,1.4120304998587971,0.0,0.0,2024-09-05,85603,cba
7904793995829723797,85603,12.0,25.0,0.48,48.0,1.0,12.0,Partially Filled,141620.0,141605.0,141590.0,141620.0,30.0,2.1185692595600436,141620.0,0.0,0.0,-1.0592846297800218,-1.0592846297800218,100.0,-1.0592846297800218,1.0592846297800218,1699440.0,1725498976092418068,1725498976079960949,1725498976079960949,0.0,0.0,0.0,0.0,0.0,141605.0,141605.0,0.0,2.1185692595600436,0.0,0.0,2024-09-05,85603,cba
7904793995829733134,85603,11.0,25.0,0.44,44.0,1.0,11.0,Partially Filled,141600.0,141605.0,141590.0,141620.0,30.0,2.1185692595600436,141600.0,0.0,0.0,-0.3530948765933406,-0.706164818868724,33.33333333333333,-0.3530948765933406,-0.3530948765933406,1557600.0,1725499008399793085,1725499008368650577,1725499008368650577,0.0,0.0,0.0,0.0,0.0,141610.0,141610.0,0.0,1.412329637737448,0.0,0.0,2024-09-05,85603,cba
7904793995829733913,85603,5.0,25.0,0.2,20.0,2.0,2.5,Partially Filled,141570.0,141555.0,141540.0,141570.0,30.0,2.1193175797393238,141570.0,0.0,0.0,-1.0596587898696619,-1.0596587898696619,100.0,-1.0596587898696619,1.0596587898696619,707850.0,1725499010599270455,1725499010518785967,1725499010522036565,0.0,0.003250598,0.0,0.003250598,0.0,141555.0,141555.0,0.0,2.1193175797393238,0.0,0.0,2024-09-05,85603,cba
7904793995829743079,85603,2.0,25.0,0.08,8.0,1.0,2.0,Partially Filled,141640.0,141620.0,141610.0,141630.0,20.0,1.4122299110295156,141640.0,0.0,0.0,-1.4122299110295156,-1.059135039717564,200.0,-1.4122299110295156,1.4122299110295156,283280.0,1725499140244273168,1725499139449918130,1725499139449918130,0.0,0.0,0.0,0.0,0.0,141625.0,141625.0,0.0,2.118270079435128,0.0,0.0,2024-09-05,85603,cba
7904793995829743384,85603,14.0,16.0,0.875,87.5,1.0,14.0,Partially Filled,141610.0,141590.0,141570.0,141610.0,40.0,2.8250582668267534,141610.0,0.0,0.0,-1.4125291334133767,-0.3530948765933406,100.0,-1.4125291334133767,1.4125291334133767,1982540.0,1725499070776521720,1725499068655776664,1725499068655776664,0.0,0.0,0.0,0.0,0.0,141605.0,141605.0,0.0,0.7061897531866812,0.0,0.0,2024-09-05,85603,cba
7904793995829748313,85603,1.0,25.0,0.04,4.0,1.0,1.0,Partially Filled,141570.0,141600.0,141590.0,141610.0,20.0,1.4124293785310735,141570.0,0.0,0.0,-2.1186440677966103,-2.1186440677966103,300.0,-2.1186440677966103,-2.1186440677966103,141570.0,1725499107211555101,1725499107211317854,1725499107211317854,0.0,0.0,0.0,0.0,0.0,141600.0,141600.0,0.0,1.4124293785310735,0.0,0.0,2024-09-05,85603,cba
7904793995829749507,85603,19.0,23.0,0.8260869565217391,82.6086956521739,1.0,19.0,Partially Filled,141560.0,141570.0,141560.0,141580.0,20.0,1.412728685455958,141560.0,0.0,0.0,-0.706364342727979,-0.706364342727979,100.0,-0.706364342727979,-0.706364342727979,2689640.0,1725499239151093972,1725499234379512081,1725499234379512081,0.0,0.0,0.0,0.0,0.0,141570.0,141570.0,0.0,1.412728685455958,0.0,0.0,2024-09-05,85603,cba
7904793995829764160,85603,11.0,17.0,0.6470588235294118,64.70588235294117,3.0,3.6666666666666665,Partially Filled,141600.0,141570.0,141560.0,141580.0,20.0,1.412728685455958,141600.0,0.0,0.0,-2.1190930281839373,-0.35311981355273847,300.0,-2.1190930281839373,2.1190930281839373,1557600.0,1725499227000552091,1725499205394624641,1725499206713079920,0.0,1.318455279,0.0,0.6592276395,0.0,141595.0,141595.0,0.0,0.7062396271054769,0.0,0.0,2024-09-05,85603,cba
7904793995829770137,85603,19.0,25.0,0.76,76.0,1.0,19.0,Partially Filled,141440.0,141445.0,141440.0,141450.0,10.0,0.7069885821343985,141440.0,0.0,0.0,-0.35349429106719926,-0.35349429106719926,100.0,-0.35349429106719926,-0.35349429106719926,2687360.0,1725499346972682180,1725499346972534436,1725499346972534436,0.0,0.0,0.0,0.0,0.0,141445.0,141445.0,0.0,0.7069885821343985,0.0,0.0,2024-09-05,85603,cba
7904793995829771733,85603,13.0,17.0,0.7647058823529411,76.47058823529412,1.0,13.0,Partially Filled,141540.0,141490.0,141480.0,141500.0,20.0,1.4135274577708674,141540.0,0.0,0.0,-3.5338186444271678,-0.3532695093086516,500.0,-3.5338186444271678,3.5338186444271678,1840020.0,1725499282001263366,1725499260036994413,1725499260036994413,0.0,0.0,0.0,0.0,0.0,141535.0,141535.0,0.0,0.7065390186173032,0.0,0.0,2024-09-05,85603,cba
7904793995829775929,85603,28.0,30.0,0.9333333333333333,93.33333333333333,1.0,28.0,Partially Filled,141510.0,141490.0,141480.0,141500.0,20.0,1.4135274577708674,141510.0,0.0,0.0,-1.4135274577708674,-1.060108131029365,200.0,-1.4135274577708674,1.4135274577708674,3962280.0,1725499285152875272,1725499283212105124,1725499283212105124,0.0,0.0,0.0,0.0,0.0,141495.0,141495.0,0.0,2.12021626205873,0.0,0.0,2024-09-05,85603,cba
7904793995829796008,85603,19.0,21.0,0.9047619047619048,90.47619047619048,2.0,9.5,Partially Filled,141380.0,141385.0,141380.0,141390.0,10.0,0.7072886091169502,141380.0,0.0,0.0,-0.3536443045584751,-1.9540223607370202,100.0,-0.3536443045584751,-0.3536443045584751,2686220.0,1725499581824770422,1725499430635424090,1725499430638015939,0.0,0.002591849,0.0,0.002591849,0.0,141410.0,141395.0,-1.0607453503995474,1.7680214473389864,0.35369431347292346,0.0,2024-09-05,85603,cba
7904793995829818239,85603,15.0,25.0,0.6,60.0,1.0,15.0,Partially Filled,141440.0,141435.0,141420.0,141450.0,30.0,2.121115706861809,141440.0,0.0,0.0,-0.35351928447696823,-0.7070635650144947,33.33333333333333,-0.35351928447696823,0.35351928447696823,2121600.0,1725499560247252204,1725499560138260198,1725499560138260198,0.0,0.0,0.0,0.0,0.0,141430.0,141430.0,0.0,1.4141271300289895,0.0,0.0,2024-09-05,85603,cba
7904793995829822722,85603,1.0,16.0,0.0625,6.25,1.0,1.0,Partially Filled,141380.0,141325.0,141320.0,141330.0,10.0,0.7075888908544136,141380.0,0.0,0.0,-3.891738899699275,-0.3536693191865605,1100.0,-3.891738899699275,3.891738899699275,141380.0,1725499614040475002,1725499586543862393,1725499586543862393,0.0,0.0,0.0,0.0,0.0,141375.0,141375.0,0.0,0.707338638373121,0.0,0.0,2024-09-05,85603,cba
7904793995829823863,85603,9.0,25.0,0.36,36.0,1.0,9.0,Partially Filled,141350.0,141340.0,141330.0,141350.0,20.0,1.4150275930380645,141350.0,0.0,0.0,-0.7075137965190322,-0.7075137965190322,100.0,-0.7075137965190322,0.7075137965190322,1272150.0,1725499596407972645,1725499596407713324,1725499596407713324,0.0,0.0,0.0,0.0,0.0,141340.0,141340.0,0.0,1.4150275930380645,0.0,0.0,2024-09-05,85603,cba
7904793995829824309,85603,14.0,25.0,0.56,56.00000000000001,1.0,14.0,Partially Filled,141330.0,141330.0,141320.0,141340.0,20.0,1.4151277152763038,141330.0,0.0,0.0,-0.0,-0.3537944454272068,0.0,-0.0,0.0,1978620.0,1725499598065572353,1725499598004589082,1725499598004589082,0.0,0.0,0.0,0.0,0.0,141325.0,141325.0,0.0,0.7075888908544136,0.0,0.0,2024-09-05,85603,cba
7904793995829824827,85603,7.0,25.0,0.28,28.000000000000004,1.0,7.0,Partially Filled,141350.0,141335.0,141320.0,141350.0,30.0,2.1226164785792623,141350.0,0.0,0.0,-1.0613082392896311,-1.0613082392896311,100.0,-1.0613082392896311,1.0613082392896311,989450.0,1725499601048560512,1725499599776219386,1725499599776219386,0.0,0.0,0.0,0.0,0.0,141335.0,141335.0,0.0,2.1226164785792623,0.0,0.0,2024-09-05,85603,cba
7904793995829850750,85603,22.0,25.0,0.88,88.0,1.0,22.0,Partially Filled,141420.0,141405.0,141390.0,141420.0,30.0,2.1215657154980376,141420.0,0.0,0.0,-1.0607828577490188,-1.0607828577490188,100.0,-1.0607828577490188,1.0607828577490188,3111240.0,1725499768610704845,1725499768610559369,1725499768610559369,0.0,0.0,0.0,0.0,0.0,141405.0,141405.0,0.0,2.1215657154980376,0.0,0.0,2024-09-05,85603,cba
7904793995829855696,85603,8.0,34.0,0.23529411764705882,23.52941176470588,2.0,4.0,Partially Filled,141390.0,141425.0,141410.0,141440.0,30.0,2.121265688527488,141390.0,0.0,0.0,-2.474809969948736,-0.7072135785007072,233.33333333333334,-2.474809969948736,-2.474809969948736,1131120.0,1725499807171479756,1725499803191659834,1725499803201266213,0.0,0.009606379,0.0,0.009606379,0.0,141400.0,141400.0,0.0,1.4144271570014144,0.0,0.0,2024-09-05,85603,cba
7904793995829860141,85603,13.0,18.0,0.7222222222222222,72.22222222222221,1.0,13.0,Partially Filled,141400.0,141415.0,141400.0,141430.0,30.0,2.121415691404731,141400.0,0.0,0.0,-1.0607078457023655,-1.0607078457023655,100.0,-1.0607078457023655,-1.0607078457023655,1838200.0,1725499829330939161,1725499828489984415,1725499828489984415,0.0,0.0,0.0,0.0,0.0,141415.0,141415.0,0.0,2.121415691404731,0.0,0.0,2024-09-05,85603,cba
7904793995829870468,85603,2.0,25.0,0.08,8.0,1.0,2.0,Partially Filled,141570.0,141555.0,141530.0,141580.0,50.0,3.5321959662322064,141570.0,0.0,0.0,-1.0596587898696619,-1.4129282938890853,60.0,-1.0596587898696619,1.0596587898696619,283140.0,1725499899185605008,1725499899185352652,1725499899185352652,0.0,0.0,0.0,0.0,0.0,141550.0,141550.0,0.0,2.8258565877781705,0.0,0.0,2024-09-05,85603,cba
7904793995829871315,85603,8.0,15.0,0.5333333333333333,53.333333333333336,1.0,8.0,Partially Filled,141570.0,141515.0,141500.0,141530.0,30.0,2.11991661661308,141570.0,0.0,0.0,-3.8865137971239796,-1.4129282938890853,366.66666666666663,-3.8865137971239796,3.8865137971239796,1132560.0,1725499932001073672,1725499909981419583,1725499909981419583,0.0,0.0,0.0,0.0,0.0,141550.0,141550.0,0.0,2.8258565877781705,0.0,0.0,2024-09-05,85603,cba
7904793995829886390,85603,15.0,24.0,0.625,62.5,1.0,15.0,Partially Filled,141620.0,141665.0,141660.0,141670.0,10.0,0.7058906575371475,141620.0,0.0,0.0,-3.1765079589171634,-0.7060650992021464,900.0,-3.1765079589171634,-3.1765079589171634,2124300.0,1725500043615985726,1725500013133816613,1725500013133816613,0.0,0.0,0.0,0.0,0.0,141630.0,141630.0,0.0,1.4121301984042929,0.0,0.0,2024-09-05,85603,cba
7904793995829894758,85603,2.0,25.0,0.08,8.0,1.0,2.0,Partially Filled,141690.0,141680.0,141670.0,141690.0,20.0,1.411631846414455,141690.0,0.0,0.0,-0.7058159232072275,-0.7058159232072275,100.0,-0.7058159232072275,0.7058159232072275,283380.0,1725500065767803639,1725500065303355701,1725500065303355701,0.0,0.0,0.0,0.0,0.0,141680.0,141680.0,0.0,1.411631846414455,0.0,0.0,2024-09-05,85603,cba
7904793995829898901,85603,2.0,25.0,0.08,8.0,1.0,2.0,Partially Filled,141660.0,141660.0,141650.0,141670.0,20.0,1.4118311449950587,141660.0,0.0,0.0,-0.0,-0.3529702446083795,0.0,-0.0,0.0,283320.0,1725500092463762585,1725500092451930358,1725500092451930358,0.0,0.0,0.0,0.0,0.0,141655.0,141655.0,0.0,0.705940489216759,0.0,0.0,2024-09-05,85603,cba
